,city,country,commitment_type,commitment,ghg_subtype,baseline_year,baseline_year_emissions,target_year,target_year_emissions,percent_reduction,emissions_reduction_by_target_year
725,"Koriyama City, Japan",Japan,GHG emission reduction target, The Koriyama City has committed to reduce its Community emissions by 25% by 2020 compared to 2007 emission level.,Community,2007,,2020,,25.0,
726,"Koriyama City, Japan",Japan,GHG emission reduction target, The Koriyama City has committed to reduce its Local Government emissions by 7% by 2017 compared to 2010 emission level.,Local Government,2010,,2017,,7.0,
729,"Koto City, Japan",Japan,GHG emission reduction target, The Koto City has committed to reduce its Community emissions by 20% by 2020 compared to 2005 emission level.,Community,2005,,2020,,20.0,
730,"Koto City, Japan",Japan,GHG emission reduction target, The Koto City has committed to reduce its Local Government emissions by 15% by 2025 compared to 2007 emission level.,Local Government,2007,,2025,,15.0,
733,"Kumamoto City, Japan",Japan,GHG emission reduction target, The Kumamoto City has committed to reduce its Community emissions by 80% by 2050 compared to 2007 emission level.,Community,2007,,2050,,80.0,
734,"Kumamoto City, Japan",Japan,GHG emission reduction target, The Kumamoto City has committed to reduce its Local Government emissions by 16% by 2014 compared to 2009 emission level.,Local Government,2009,,2014,,16.0,
737,"Kurashiki City, Japan",Japan,GHG emission reduction target, The Kurashiki City has committed to reduce its Community emissions by 12% by 2020 compared to 2007 emission level.,Community,2007,,2020,,12.0,
738,"Kurashiki City, Japan",Japan,GHG emission reduction target, The Kurashiki City has committed to reduce its Local Government emissions by 30% by 2020 compared to 2007 emission level.,Local Government,2007,,2020,,30.0,
743,"Kushiro City, Japan",Japan,GHG emission reduction target, The Kushiro City has committed to reduce its Community emissions by 11% by 2020 compared to 1990 emission level.,Community,1990,,2020,,11.0,
744,"Kushiro City, Japan",Japan,GHG emission reduction target, The Kushiro City has committed to reduce its Local Government emissions by 1% by 2012 compared to 2007 emission level.,Local Government,2007,,2012,,1.0,
747,"Kyoto City, Japan",Japan,GHG emission reduction target, The Kyoto City has committed to reduce its Community emissions by 40% by 2030 compared to 1990 emission level.,Community,1990,,2030,,40.0,
748,"Kyoto City, Japan",Japan,GHG emission reduction target, The Kyoto City has committed to reduce its Local Government emissions by 25% by 2020 compared to 2004 emission level.,Local Government,2004,,2020,,25.0,
751,"Kyoto Prefecture, Japan",Japan,GHG emission reduction target, The Kyoto Prefecture has committed to reduce its Community emissions by 80% by 2050 compared to 1990 emission level.,Community,1990,,2050,,80.0,
754,"Maebashi City, Japan",Japan,GHG emission reduction target, The Maebashi City has committed to reduce its Local Government emissions by 3% by 2011 compared to 2005 emission level.,Local Government,2005,,2011,,3.0,
757,"Matsuyama City, Japan",Japan,GHG emission reduction target, The Matsuyama City has committed to reduce its Community emissions by 60% by 2050 compared to 1990 emission level.,Community,1990,,2050,,60.0,
760,"Meguro City, Japan",Japan,GHG emission reduction target, The Meguro City has committed to reduce its Community emissions by 5% by 2012 compared to 2004 emission level.,Community,2004,,2012,,5.0,
761,"Meguro City, Japan",Japan,GHG emission reduction target, The Meguro City has committed to reduce its Local Government emissions by 6% by 2013 compared to 2005 emission level.,Local Government,2005,,2013,,6.0,
764,"Mie Prefecture, Japan",Japan,GHG emission reduction target, The Mie Prefecture has committed to reduce its Community emissions by 3% by 2010 compared to 1990 emission level.,Community,1990,,2010,,3.0,
765,"Mie Prefecture, Japan",Japan,GHG emission reduction target, The Mie Prefecture has committed to reduce its Local Government emissions by 4% by 2010 compared to 2003 emission level.,Local Government,2003,,2010,,4.0,
768,"Minato City, Japan",Japan,GHG emission reduction target, The Minato City has committed to reduce its Community emissions by 25% by 2020 compared to 1990 emission level.,Community,1990,,2020,,25.0,
769,"Minato City, Japan",Japan,GHG emission reduction target, The Minato City has committed to reduce its Local Government emissions by 10% by 2015 compared to 2009 emission level.,Local Government,2009,,2015,,10.0,
772,"Mito City, Japan",Japan,GHG emission reduction target, The Mito City has committed to reduce its Local Government emissions by 10% by 2011 compared to 2005 emission level.,Local Government,2005,,2011,,10.0,
775,"Miyagi Prefecture, Japan",Japan,GHG emission reduction target, The Miyagi Prefecture has committed to reduce its Community emissions by 2% by 2010 compared to 1990 emission level.,Community,1990,,2010,,2.0,
776,"Miyagi Prefecture, Japan",Japan,GHG emission reduction target, The Miyagi Prefecture has committed to reduce its Local Government emissions by 5% by 2015 compared to 2009 emission level.,Local Government,2009,,2015,,5.0,
779,"Miyazaki City, Japan",Japan,GHG emission reduction target, The Miyazaki City has committed to reduce its Local Government emissions by 4% by 2012 compared to 2004 emission level.,Local Government,2004,,2012,,4.0,
782,"Miyoshi City, Japan",Japan,GHG emission reduction target, The Miyoshi City has committed to reduce its Community emissions by 25% by 2020 compared to 2008 emission level.,Community,2008,,2020,,25.0,
785,"Musashino City, Japan",Japan,GHG emission reduction target, The Musashino City has committed to reduce its Community emissions by 11% by 2015 compared to 1990 emission level.,Community,1990,,2015,,11.0,
786,"Musashino City, Japan",Japan,GHG emission reduction target, The Musashino City has committed to reduce its Local Government emissions by 4% by 2016 compared to 2010 emission level.,Local Government,2010,,2016,,4.0,
789,"Nagahama City, Japan",Japan,GHG emission reduction target, The Nagahama City has committed to reduce its Community emissions by 80% by 2050 compared to 1990 emission level.,Community,1990,,2050,,80.0,
790,"Nagahama City, Japan",Japan,GHG emission reduction target, The Nagahama City has committed to reduce its Local Government emissions by 20% by 2015 compared to 2009 emission level.,Local Government,2009,,2015,,20.0,
793,"Nagareyama City, Japan",Japan,GHG emission reduction target, The Nagareyama City has committed to reduce its Community emissions by 20% by 2020 compared to 2007 emission level.,Community,2007,,2020,,20.0,
794,"Nagareyama City, Japan",Japan,GHG emission reduction target, The Nagareyama City has committed to reduce its Local Government emissions by 10% by 2014 compared to 2008 emission level.,Local Government,2008,,2014,,10.0,
797,"Nagasaki Prefecture, Japan",Japan,GHG emission reduction target, The Nagasaki Prefecture has committed to reduce its Local Government emissions by 10% by 2015 compared to 2009 emission level.,Local Government,2009,,2015,,10.0,
800,"Nagoya City, Japan",Japan,GHG emission reduction target, The Nagoya City has committed to reduce its Community emissions by 25% by 2020 compared to 1990 emission level.,Community,1990,,2020,,25.0,
801,"Nagoya City, Japan",Japan,GHG emission reduction target, The Nagoya City has committed to reduce its Local Government emissions by 17% by 2020 compared to 2009 emission level.,Local Government,2009,,2020,,17.0,
806,"Nakano City, Japan",Japan,GHG emission reduction target, The Nakano City has committed to reduce its Community emissions by 15% by 2019 compared to 2005 emission level.,Community,2005,,2019,,15.0,
809,"Nara City, Japan",Japan,GHG emission reduction target, The Nara City has committed to reduce its Community emissions by 80% by 2050 compared to 1990 emission level.,Community,1990,,2050,,80.0,
812,"Nerima City, Japan",Japan,GHG emission reduction target, The Nerima City has committed to reduce its Community emissions by 8% by 2012 compared to 2000 emission level.,Community,2000,,2012,,8.0,
813,"Nerima City, Japan",Japan,GHG emission reduction target, The Nerima City has committed to reduce its Local Government emissions by 4% by 2014 compared to 2009 emission level.,Local Government,2009,,2014,,4.0,
818,"Nihonmatsu City, Japan",Japan,GHG emission reduction target, The Nihonmatsu City has committed to reduce its Local Government emissions by 6% by 2012 compared to 2006 emission level.,Local Government,2006,,2012,,6.0,
821,"Niigata City, Japan",Japan,GHG emission reduction target, The Niigata City has committed to reduce its Community emissions by 80% by 2050 compared to 2005 emission level.,Community,2005,,2050,,80.0,
822,"Niigata City, Japan",Japan,GHG emission reduction target, The Niigata City has committed to reduce its Local Government emissions by 7% by 2012 compared to 2005 emission level.,Local Government,2005,,2012,,7.0,
825,"Niigata Prefecture, Japan",Japan,GHG emission reduction target, The Niigata Prefecture has committed to reduce its Community emissions by 6% by 2020 compared to 1990 emission level.,Community,1990,,2020,,6.0,
826,"Niigata Prefecture, Japan",Japan,GHG emission reduction target, The Niigata Prefecture has committed to reduce its Local Government emissions by 12% by 2012 compared to 2000 emission level.,Local Government,2000,,2012,,12.0,
829,"Nishinomiya, Japan",Japan,GHG emission reduction target, The Nishinomiya has committed to reduce its Community emissions by 10% by 2020 compared to 1990 emission level.,Community,1990,,2020,,10.0,
830,"Nishinomiya, Japan",Japan,GHG emission reduction target, The Nishinomiya has committed to reduce its Local Government emissions by 3% by 2012 compared to 2008 emission level.,Local Government,2008,,2012,,3.0,
