,Unnamed: 0,baseline_year,baseline_year_emissions,city,commitment,commitment_type,country,emissions_reduction_by_target_year,ghg_subtype,percent_reduction,target_year,target_year_emissions
325,325.0,2009.0,,"Okazaki City, Japan", The Okazaki City has committed to reduce its Local Government emissions by 6% by 2015 compared to 2009 emission level.,GHG emission reduction target,Japan,,Local Government,6.0,2015.0,
326,326.0,1990.0,,"Osaka Prefecture, Japan", The Osaka Prefecture has committed to reduce its Community emissions by 9% by 2010 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,9.0,2010.0,
327,327.0,2003.0,,"Osaka Prefecture, Japan", The Osaka Prefecture has committed to reduce its Local Government emissions by 5% by 2010 compared to 2003 emission level.,GHG emission reduction target,Japan,,Local Government,5.0,2010.0,
328,328.0,1990.0,,"Ota City, Japan", The Ota City has committed to reduce its Community emissions by 6% by 2012 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,6.0,2012.0,
329,329.0,2009.0,,"Ota City, Japan", The Ota City has committed to reduce its Local Government emissions by 5% by 2014 compared to 2009 emission level.,GHG emission reduction target,Japan,,Local Government,5.0,2014.0,
330,330.0,2007.0,,"Otsu City, Japan", The Otsu City has committed to reduce its Community emissions by 34% by 2020 compared to 2007 emission level.,GHG emission reduction target,Japan,,Community,34.0,2020.0,
331,331.0,2009.0,,"Otsu City, Japan", The Otsu City has committed to reduce its Local Government emissions by 5% by 2015 compared to 2009 emission level.,GHG emission reduction target,Japan,,Local Government,5.0,2015.0,
332,332.0,2006.0,,"Sagamihara City, Japan", The Sagamihara City has committed to reduce its Community emissions by 15% by 2019 compared to 2006 emission level.,GHG emission reduction target,Japan,,Community,15.0,2019.0,
333,333.0,2000.0,,"Sagamihara City, Japan", The Sagamihara City has committed to reduce its Local Government emissions by 6% by 2008 compared to 2000 emission level.,GHG emission reduction target,Japan,,Local Government,6.0,2008.0,
334,334.0,2009.0,,"Saitama City, Japan", The Saitama City has committed to reduce its Community emissions by 80% of per capita/ per GDP emissions by 2050 compared to 2009 emission level.,GHG emission reduction target,Japan,,Community,80.0,2050.0,
335,335.0,2005.0,,"Saitama Prefecture, Japan", The Saitama Prefecture has committed to reduce its Community emissions by 25% by 2020 compared to 2005 emission level.,GHG emission reduction target,Japan,,Community,25.0,2020.0,
336,336.0,2005.0,,"Saitama Prefecture, Japan", The Saitama Prefecture has committed to reduce its Local Government emissions by 18% by 2014 compared to 2005 emission level.,GHG emission reduction target,Japan,,Local Government,18.0,2014.0,
337,337.0,1990.0,,"Sapporo City, Japan", The Sapporo City has committed to reduce its Community emissions by 80% by 2050 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,80.0,2050.0,
338,338.0,2005.0,,"Sendai City, Japan", The Sendai City has committed to reduce its Community emissions by 25% by 2020 compared to 2005 emission level.,GHG emission reduction target,Japan,,Community,25.0,2020.0,
339,339.0,2004.0,,"Sendai City, Japan", The Sendai City has committed to reduce its Local Government emissions by 14% by 2013 compared to 2004 emission level.,GHG emission reduction target,Japan,,Local Government,14.0,2013.0,
340,340.0,2005.0,,"Settsu City, Japan", The Settsu City has committed to reduce its Local Government emissions by 5% by 2010 compared to 2005 emission level.,GHG emission reduction target,Japan,,Local Government,5.0,2010.0,
341,341.0,2008.0,,"Shibuya City, Japan", The Shibuya City has committed to reduce its Local Government emissions by 20% by 2011 compared to 2008 emission level.,GHG emission reduction target,Japan,,Local Government,20.0,2011.0,
342,342.0,1990.0,,"Shiga Prefecture, Japan", The Shiga Prefecture has committed to reduce its Community emissions by 50% by 2030 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,50.0,2030.0,
343,343.0,2005.0,,"Shiga Prefecture, Japan", The Shiga Prefecture has committed to reduce its Local Government emissions by 9% by 2011 compared to 2005 emission level.,GHG emission reduction target,Japan,,Local Government,9.0,2011.0,
344,344.0,1990.0,,"Shimane Prefecture, Japan", The Shimane Prefecture has committed to reduce its Community emissions by 23% by 2020 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,23.0,2020.0,
345,345.0,2009.0,,"Shimane Prefecture, Japan", The Shimane Prefecture has committed to reduce its Local Government emissions by 6% by 2015 compared to 2009 emission level.,GHG emission reduction target,Japan,,Local Government,6.0,2015.0,
346,346.0,2008.0,,"Shimokawa Town, Japan", The Shimokawa Town has committed to reduce its Local Government emissions by 25% by 2013 compared to 2008 emission level.,GHG emission reduction target,Japan,,Local Government,25.0,2013.0,
347,347.0,1990.0,,"Shimonoseki City, Japan", The Shimonoseki City has committed to reduce its Community emissions by 80% by 2050 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,80.0,2050.0,
348,348.0,2005.0,,"Shimonoseki City, Japan", The Shimonoseki City has committed to reduce its Local Government emissions by 10% by 2012 compared to 2005 emission level.,GHG emission reduction target,Japan,,Local Government,10.0,2012.0,
349,349.0,1990.0,,"Shinjuku City, Japan", The Shinjuku City has committed to reduce its Community emissions by 25% by 2020 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,25.0,2020.0,
350,350.0,2009.0,,"Shinjuku City, Japan", The Shinjuku City has committed to reduce its Local Government emissions by 14% by 2015 compared to 2009 emission level.,GHG emission reduction target,Japan,,Local Government,14.0,2015.0,
351,351.0,1990.0,,"Shizuoka City, Japan", The Shizuoka City has committed to reduce its Community emissions by 48% by 2020 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,48.0,2020.0,
352,352.0,2009.0,,"Shizuoka City, Japan", The Shizuoka City has committed to reduce its Local Government emissions by 5% by 2015 compared to 2009 emission level.,GHG emission reduction target,Japan,,Local Government,5.0,2015.0,
353,353.0,1990.0,,"Shizuoka Prefecture, Japan", The Shizuoka Prefecture has committed to reduce its Community emissions by 25% by 2020 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,25.0,2020.0,
354,354.0,2009.0,,"Shizuoka Prefecture, Japan", The Shizuoka Prefecture has committed to reduce its Local Government emissions by 5% by 2013 compared to 2009 emission level.,GHG emission reduction target,Japan,,Local Government,5.0,2013.0,
355,355.0,1990.0,,"Suita City, Japan", The Suita City has committed to reduce its Community emissions by 25% by 2020 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,25.0,2020.0,
356,356.0,2005.0,,"Suita City, Japan", The Suita City has committed to reduce its Local Government emissions by 25% by 2020 compared to 2005 emission level.,GHG emission reduction target,Japan,,Local Government,25.0,2020.0,
357,357.0,1990.0,,"Sumida City, Japan", The Sumida City has committed to reduce its Community emissions by 8% by 2015 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,8.0,2015.0,
358,358.0,2007.0,,"Sumida City, Japan", The Sumida City has committed to reduce its Local Government emissions by 8% by 2014 compared to 2007 emission level.,GHG emission reduction target,Japan,,Local Government,8.0,2014.0,
359,359.0,2000.0,,"Taito City, Japan", The Taito City has committed to reduce its Community emissions by 25% by 2019 compared to 2000 emission level.,GHG emission reduction target,Japan,,Community,25.0,2019.0,
360,360.0,2008.0,,"Taito City, Japan", The Taito City has committed to reduce its Local Government emissions by 5% by 2014 compared to 2008 emission level.,GHG emission reduction target,Japan,,Local Government,5.0,2014.0,
361,361.0,2005.0,,"Takarazuka City, Japan", The Takarazuka City has committed to reduce its Local Government emissions by 6% by 2010 compared to 2005 emission level.,GHG emission reduction target,Japan,,Local Government,6.0,2010.0,
362,362.0,1990.0,,"Takatsuki City, Japan", The Takatsuki City has committed to reduce its Community emissions by 25% by 2020 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,25.0,2020.0,
363,363.0,2009.0,,"Takatsuki City, Japan", The Takatsuki City has committed to reduce its Local Government emissions by 5% by 2015 compared to 2009 emission level.,GHG emission reduction target,Japan,,Local Government,5.0,2015.0,
364,364.0,2007.0,,"Tokorozawa City, Japan", The Tokorozawa City has committed to reduce its Community emissions by 80% by 2050 compared to 2007 emission level.,GHG emission reduction target,Japan,,Community,80.0,2050.0,
365,365.0,2007.0,,"Tokorozawa City, Japan", The Tokorozawa City has committed to reduce its Local Government emissions by 10% by 2018 compared to 2007 emission level.,GHG emission reduction target,Japan,,Local Government,10.0,2018.0,
366,366.0,1990.0,,"Tokushima City, Japan", The Tokushima City has committed to reduce its Community emissions by 6% by 2012 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,6.0,2012.0,
367,367.0,2009.0,,"Tokushima City, Japan", The Tokushima City has committed to reduce its Local Government emissions by 4% by 2015 compared to 2009 emission level.,GHG emission reduction target,Japan,,Local Government,4.0,2015.0,
368,368.0,2000.0,62094379.0,"Tokyo Metropolitan Government, Japan"," The Tokyo Metropolitan Government has committed to reduce its Community emissions by 30% by 2030 compared to 2000 emission level. The target is going to be reached by activities in Stationary energy, Industrial processes and product use (IPPU), Transport, Agriculture, forest and other land use (AFOLU) and Waste management sectors.",GHG emission reduction target,Japan,18628313.0,Community,,2030.0,43466065.0
369,369.0,2000.0,62094379.0,"Tokyo Metropolitan Government, Japan", The Tokyo Metropolitan Government has committed to reduce its Local Government emissions by 25% by 2014 compared to 2000 emission level.,GHG emission reduction target,Japan,18628313.0,Local Government,25.0,2014.0,43466065.0
370,370.0,,,"Tokyo Metropolitan Government, Japan",The Tokyo Metropolitan Government committed to increase its Share of renewable energy in primary energy mix in Community by 30% by 2030Current Share of renewable energy in primary energy mix: 11. 0% 2019The target is going to be reached by activities in Electricity sector.  The Tokyo Metropolitan Government committed to increase its Installed capacity of Renewable energy in Local Government to 4 MW by 2019Current Installed capacity of Renewable energy: 0. 18 MW 2019The target is going to be reached by activities in Electricity sector.,Renewable energy target,Japan,,,,,
371,371.0,,,"Tokyo Metropolitan Government, Japan","38% Energy efficiency improvement by 2030The Tokyo Metropolitan Government committed to increase its energy efficiency in Final energy and Community energy consumption by 38% by 2030 compared to 2000 levels. Final energy energy consumption: 222586784. 0 MwhThis target will be achieved in Electricity and Transport sectors 25% Energy efficiency improvement by 2019The Tokyo Metropolitan Government committed to increase its energy efficiency in Final energy and Local Government energy consumption by 25% by 2019 compared to 2000 levels. This target will be achieved in Electricity, Transport, Heating & cooling and Industry sectors",Energy efficiency target,Japan,,,,,
372,372.0,1990.0,,"Tottori City, Japan", The Tottori City has committed to reduce its Community emissions by 15% by 2015 compared to 1990 emission level.,GHG emission reduction target,Japan,,Community,15.0,2015.0,
373,373.0,2009.0,,"Tottori Prefecture, Japan", The Tottori Prefecture has committed to reduce its Local Government emissions by 8% by 2015 compared to 2009 emission level.,GHG emission reduction target,Japan,,Local Government,8.0,2015.0,
374,374.0,2005.0,4037000.0,"Toyama City, Japan"," The Toyama City has committed to reduce its Community emissions by 50% by 2050 compared to 2005 emission level. The target is going to be reached by activities in Stationary energy, Industrial processes and product use (IPPU), Transport, Agriculture, forest and other land use (AFOLU) and Waste management sectors.",GHG emission reduction target,Japan,2018500.0,Community,,2050.0,2018500.0
375,375.0,2005.0,4037000.0,"Toyama City, Japan", The Toyama City has committed to reduce its Local Government emissions by 30% by 2030 compared to 2005 emission level.,GHG emission reduction target,Japan,2018500.0,Local Government,30.0,2030.0,2018500.0
