,country,emissions_baseline_year,emissions_factor,energy_consumption_baseline_year,mwh_energy_consumption_from_electricity,mwh_energy_consumption_from_fossil fuels,mwh_energy_consumption_from_heat/cold,mwh_energy_consumption_from_renewables,mwh_energy_consumption_industry,mwh_energy_consumption_municipal,mwh_energy_consumption_other,mwh_energy_consumption_public lighting,mwh_energy_consumption_residential,mwh_energy_consumption_tertiary,mwh_energy_consumption_transport,mwh_per_capita,name,percent_emissions_industry,percent_emissions_municipal,percent_emissions_non-energy related,percent_emissions_other,percent_emissions_public lighting,percent_emissions_residential,percent_emissions_tertiary,percent_emissions_transport,percent_energy_consumption_from_electricity,percent_energy_consumption_from_fossil fuels,percent_energy_consumption_from_heat/cold,percent_energy_consumption_from_renewables,percent_energy_consumption_industry,percent_energy_consumption_municipal,percent_energy_consumption_other,percent_energy_consumption_public lighting,percent_energy_consumption_residential,percent_energy_consumption_tertiary,percent_energy_consumption_transport,tons_co2_industry,tons_co2_municipal,tons_co2_non-energy related,tons_co2_other,tons_co2_per_capita,tons_co2_public lighting,tons_co2_residential,tons_co2_tertiary,tons_co2_transport
2095,Ukraine,,,,,,,,,,,,,,,,Druzhkivka,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2096,"Moldova, Republic Of",,,,,,,,,,,,,,,,Dubasarii Vechi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2097,Italy,2005,IPCC,2005,5480.95,27213,,9333.77,,1145.64,,235.45,28137.68,3699.16,8809.82,9.92,Dubino,,3.16,,,1.25,55.57,15.22,24.81,13.04,64.75,,22.21,,2.73,,0.56,66.95,8.80,20.96,,288.05155,,,2.77,113.72235,5071.28889,1388.96084,2264.42683
2098,Ireland,2006,IPCC,2006,3139769,12482768,229472,28701,2779029,96727,,21171,5882232,2515308,4586243,31.32,Dublin City Council ,19.44,0.74,2.57,,0.26,32.85,21.08,23.05,19.77,78.60,1.44,0.18,17.50,0.61,,0.13,37.04,15.84,28.88,996411.233,38050.774,131963,,10.12,13168.362,1683684.533,1080595.42,1181108.135
2099,Ukraine,2010,IPCC,2010,63139,628590.96,35747.6,7111,355392.03,25786.62,,912,275489.45,75650.42,1358.04,19.54,Dubno ,46.82,4.24,,,0.41,37.84,10.51,0.18,8.60,85.57,4.87,0.97,48.38,3.51,,0.12,37.50,10.30,0.18,91873.91298,8314.0974,,,5.22,802.56,74260.2615,20614.26035,361.79964
2100,Ukraine,,,,,,,,,,,,,,,,Dubove,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,Italy,2010,IPCC,2010,28461,129708,,,3525,1412,,1048,53263,25669,73252,17.66,Due Carrare,3.00,0.80,1.81,,1.01,29.55,19.44,44.39,17.99,82.01,,,2.23,0.89,,0.66,33.67,16.23,46.31,1288.345,344.656,777,,4.79,432.824,12689.335,8346.889,19060.166
2102,Spain,2005,IPCC,2005,611,3781,,13,,39,,78,750,288,3250,21.49,Duesaigües,,1.33,4.35,,2.81,19.18,8.51,63.82,13.87,85.83,,0.30,,0.89,,1.77,17.03,6.54,73.78,,17.694,58,,6.51,37.518,256.016,113.613,851.828
2103,Belgium,2012,IPCC,2012,171008.08,359707,119591,21644,194091,5772,207701,1269,128995,86696,47426.08,39.66,Duffel,27.78,0.82,,34.15,0.18,17.24,11.40,8.43,25.45,53.53,17.80,3.22,28.88,0.86,30.91,0.19,19.20,12.90,7.06,39233.08,1162.414,,48221.824,8.34,249.993,24338.113,16092.111,11908.19276
2104,Croatia,2009,IPCC,2009,33440.86,54968.84,,32477.54,,1308.72,,1121.14,62206.77,30345.29,25905.32,7.92,Duga Resa,,1.40,,,1.45,44.62,25.55,26.98,27.66,45.47,,26.87,,1.08,,0.93,51.46,25.10,21.43,,349.74824,,,2.24,362.12822,11140.38735,6377.99057,6734.9378
2105,Croatia,2009,IPCC,2009,23780.9,143984.4,,12112.5,,1685.4,-1.4551915228367E-11,1607.5,81754.3,25742.5,69088,9.92,Dugo Selo,,0.95,,-0.00,1.28,39.55,13.46,44.76,13.22,80.05,,6.73,,0.94,-0.00,0.89,45.45,14.31,38.41,,383.5873,,-1.1750671546906E-12,2.40,519.2225,16028.2495,5455.6171,18137.7142
2106,Iraq,,,,,,,,,,,,,,,,Duhok,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,Italy,2008,IPCC,2008,23516,73347,,,2426,3205,,1249,48190,11300,30493,11.13,Duino-Aurisina / Devin Nabrežina,3.10,2.76,8.81,,1.87,41.36,15.67,26.43,24.28,75.72,,,2.50,3.31,,1.29,49.75,11.67,31.48,925.31,824.242,2629,,3.43,559.552,12346.471,4677.821,7890.75
2108,Germany,1990,LCA,1990,2966959.2,8279917.1,631359.2,81923.4,,,10920649.3,,,,1039509.6,22.36,Duisburg,50.93,,,0.00,,27.31,14.67,7.08,24.81,69.23,5.28,0.68,,,91.31,,,,8.69,2366573.324733,,,3.1096235034056E-10,8.69,,1269223.288114,681851.337343,329135.086784
2109,United Kingdom,2010,IPCC,2010,1938575,2746785,,270,1467406,102136,498151,,2617937,,,31.62,Dumfries and Galloway Council,42.97,1.97,,9.45,,45.61,,,41.37,58.62,,0.01,31.32,2.18,10.63,,55.87,,,652995.67,29923.54,,143611.49,10.25,,693108.577,,
2110,Ireland,,,,,,,,,,,,,,,,Dun Laoghaire Rathdown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,Hungary,,,,,,,,,,,,,,,,Dunaújváros ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,France,2009,LCA,2009,1104000,3653082,148319,166240,994616,10538,,8620,1715988,670747,1671138,24.48,Dunkerque Grand Littoral ,14.41,0.10,3.27,,0.05,30.38,11.03,40.76,21.77,72.03,2.92,3.28,19.61,0.21,,0.17,33.83,13.23,32.95,141213.164,953.606,32069,,4.89,482.72,297579.434,108016.693,399364.554
2113,United Kingdom,2005,LCA,2005,589,3303,,12,,546.8,1.2E-13,,1333.4,,2028.7,0.01,Durham,,1.86,,-0.04,,32.46,,65.72,15.09,84.61,,0.31,,13.99,0.00,,34.11,,51.90,,174720.8883,,-3862.2993,18.90,,3041092.591,,6156969.26
2114,Italy,1990,IPCC,1990,724.79,3011.26,,,,324.48,,37.11,1004.69,124.81,2244.95,6.19,Duronia,,10.05,,0.00,1.65,31.81,3.60,52.90,19.40,80.60,,,,8.69,,0.99,26.89,3.34,60.09,,110.44696,,1.0246026249661E-14,1.82,18.10968,349.63039,39.56939,581.47908
2115,Poland,1995,IPCC,1995,64593,264060,77368,16192,66915,14555,,2741,250339,46050,41613,10.97,Dzierżoniów,24.47,3.28,,,1.66,50.94,14.21,5.44,15.30,62.54,18.32,3.84,15.85,3.45,,0.65,59.29,10.91,9.86,48078.09,6449.754,,,5.31,3264.531,100094.523,27912.532,10680.309
2116,Spain,2007,IPCC,2007,213926.3,383795.2,,13028,,4262.5,,3960.8,169020.7,95552.4,337953.1,14.30,Dénia,,0.86,,,0.90,31.00,21.22,46.03,35.03,62.84,,2.13,,0.70,,0.65,27.67,15.65,55.33,,1667.1215,,,4.55,1742.752,60258.9916,41237.5676,89458.1457
2117,Spain,2007,IPCC,2007,2923.69,12055.6,,2660.82,,,11152.72,,,,6487.4,25.13,Dólar,6.96,2.88,2.70,31.59,,10.34,8.72,36.82,16.57,68.34,,15.08,,,63.22,,,,36.78,317.007,131.049,123,1438.6606,7.64,,470.7135,396.891,1676.693
2118,Spain,2007,IPCC,2007,25770,87080.48,,2271.32,,,44748.06,,,,70373.74,15.92,Dúrcal,3.12,3.02,4.72,11.85,,17.98,8.35,50.96,22.38,75.64,,1.97,,,38.87,,,,61.13,1113.3,1076.85,1685,4233.4394,5.04,,6422.85,2983.5,18197.5957
2119,Germany,1990,IPCC,1990,4536000,16665000,929100,,6462800,523600,568100,,5565000,4310900,4699700,39.27,Düsseldorf,31.63,2.17,,2.84,,24.73,20.43,18.21,20.50,75.30,4.20,,29.20,2.37,2.57,,25.15,19.48,21.24,2404142,164722,,215710.4,13.49,,1879198.2,1552361,1383810.2
2120,Poland,2001,IPCC,2001,152541,665871,399506,,,68090,,7886,721336,92667,327939,9.82,Dąbrowa Górnicza,,6.39,,0.00,1.60,63.56,11.21,17.23,12.52,54.67,32.80,,,5.59,,0.65,59.23,7.61,26.93,,30831.142,,0.39,3.89,7744.052,306685.244,54100.281,83146.091
2121,Spain,2011,IPCC,2011,56573.48,110064.26,,4547.45,,5989.8,,,3837.06,122904.02,38454.31,10.15,EJEA DE LOS CABALLEROS,,4.18,,,,3.35,72.46,20.00,33.05,64.30,,2.66,,3.50,,,2.24,71.80,22.46,,2105.9905,,,2.98,,1688.3064,36479.14165,10070.34819
2122,Spain,2009,IPCC,2009,357.03,678.25,,28.03,,51.05,,,22.32,757.67,232.27,10.22,EL FRAGO,,5.95,,,,3.13,71.57,19.35,33.58,63.79,,2.64,,4.80,,,2.10,71.26,21.84,,18.71136,,,3.02,,9.8208,224.88445,60.80343
2123,Spain,2010,IPCC,2010,1502.04,2865.17,,118.33,,107.01,,186.93,,3198.26,993.34,10.22,EL FRASNO,,2.50,,,6.21,,71.66,19.63,33.49,63.88,,2.64,,2.39,,4.17,,71.30,22.15,,33.106,,,3.02,82.2492,,949.27701,260.08656
2124,Spain,,,,,,,,,,,,,,,,EL PALOMAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2125,Spain,,,,,,,,,,,,,,,,EL PERELLÓ (Valencia) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2126,Greece,,,,,,,,,,,,,,,,ELASSONA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2127,Spain,,,,,,,,,,,,,,,,EMPERADOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2128,Spain,,,,,,,,,,,,,,,,ENGUERA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129,Belgium,,,,,,,,,,,,,,,,EREZEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130,Greece,2015,IPCC,2015,65533,88490,,6723,,5161,,2127,56123,34016,63319,11.86,ERMIONIDA,,4.41,,,1.90,36.01,28.31,29.37,40.77,55.05,,4.18,,3.21,,1.32,34.91,21.16,39.39,,2427.425,,,4.06,1042.23,19796.621,15565.551,16150.241
2131,Turkey,2010,IPCC,2010,292628.26,1995593.46,,,,2791.1,,14639.29,901989.15,269731.12,1099071.06,8.24,ESKİŞEHİR TEPEBAŞI,,0.13,13.64,,1.02,33.40,12.89,38.91,12.79,87.21,,,,0.12,,0.64,39.42,11.79,48.03,,981.1142,102158,,2.70,7641.70938,250205.9303,96568.05964,291477.56396
2132,Spain,,,,,,,,,,,,,,,,ESTIVELLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2133,Spain,,,,,,,,,,,,,,,,ESTUBENY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134,Belgium,,,,,,,,,,,,,,,,EVERGEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135,Italy,2011,IPCC,2011,291398.98,347875.99,,,216256.3,5230.07,5.8207660913467E-11,2508.62,150070.87,93506.67,171702.45,13.71,Eboli,40.68,0.84,,,0.55,19.75,18.16,20.02,45.58,54.42,,,33.83,0.82,0.00,0.39,23.48,14.63,26.86,89725.90046,1841.93112,,,4.73,1211.66346,43549.45381,40049.17005,44160.41739
2136,Belgium,,,,,,,,,,,,,,,,Ecaussinnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137,France,2004,IPCC,2004,8266.24,408560,190000,5950,,18459.646,267883.213,3243.591,177189.79,,,17.56,Echirolles,,2.84,,40.85,0.43,28.70,,27.18,1.35,66.67,31.01,0.97,,3.95,57.39,0.69,37.96,,,,3854.941142,,55399.741878,3.92,583.84638,38926.7538,,36864
2138,Belgium,2012,IPCC,2012,94259,281652,,7261,24207,3138,9009,918,173182,118765,53953,18.19,Edegem,6.13,0.78,,2.48,0.23,43.83,29.89,16.66,24.60,73.51,,1.89,6.32,0.82,2.35,0.24,45.20,31.00,14.08,4977.341,633.876,,2009.926,3.85,185.436,35572.374,24256.823,13524.74
2139,Greece,2010,IPCC,2010,63461,368133,,40594,,8017,,3057,249263,58905,152946,14.87,Edessa,,2.98,,,1.98,52.25,19.55,23.23,13.44,77.96,,8.60,,1.70,,0.65,52.79,12.47,32.39,,4909.873,,,5.67,3258.762,86001.069,32184.278,38234.127
2140,United Kingdom,2005,IPCC,2005,2934291,8805457.8,,,4090354,197246,,3000,4504600,,,26.12,Edinburgh,39.44,1.57,,2.80,0.04,35.84,,20.31,24.99,75.01,,,46.51,2.24,,0.03,51.22,,,1329857.023,52948.277,,94424.917,7.50,1461,1208619.8,,684913.7922
2141,Italy,2008,IPCC,2008,15432,64344,9445,16310,,1893,,645,66777,21201,15015,19.93,Edolo,,1.61,,,0.82,54.22,23.47,19.88,14.62,60.97,8.95,15.46,,1.79,,0.61,63.28,20.09,14.23,,317.51,,,4.40,161.895,10673.642,4620.718,3912.773
2142,Belgium,,,,,,,,,,,,,,,,Eeklo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,Hungary,2008,IPCC,2008,57254,428920,53116,31606,,33106,,2442,370930,,164418,8.77,Eger,,6.63,2.80,,1.32,60.18,,29.07,10.03,75.13,9.30,5.54,,5.80,,0.43,64.97,,28.80,,9615.9344,4057,,2.62,1915.9932,87229.2412,,42140.5176
2144,Germany,2009,IPCC,2009,89683,188835,,13840,,16765,,1427,81784,109584,87878,19.91,Eggenfelden,,4.18,,,0.58,26.28,36.35,32.62,30.68,64.59,,4.73,,5.64,,0.48,27.50,36.84,29.54,,2753.051,,,4.71,381.009,17319.575,23961.349,21498.666
2145,Netherlands,2009,IPCC,2009,1323104,3541977,,,842778,67511,-5000,17419,1598271,1603047,741055,22.91,Eindhoven,18.92,1.34,,,0.57,29.33,35.54,14.30,27.20,72.80,,,17.32,1.39,-0.10,0.36,32.85,32.95,15.23,252024.622,17822.601,,,6.27,7577.265,390640.516,473271.48,190465.961
2146,Spain,2007,IPCC,2007,3938,8586.93,,1107.63,1008,378.08,1330.52,161.84,3708.51,1139.42,5906.19,14.56,El Almendro,11.17,3.65,,1.31,1.79,31.29,12.09,38.70,28.89,62.99,,8.12,7.39,2.77,9.76,1.19,27.20,8.36,43.32,453.6,148.0104,,53.3736,4.72,72.828,1270.5777,490.8384,1571.3877
2147,Spain,2007,IPCC,2007,1389,13475.99,,375.14,,,5908.3,,,,9331.49,14.24,El Borge,0.07,2.42,8.22,23.83,,10.30,1.21,53.96,9.11,88.42,,2.46,,,38.77,,,,61.23,3.15,108,367,1064.2322,4.28,,459.9,54,2410.3175
2148,Spain,2007,IPCC,2007,8080,4746.52,,673.12,,,13499.64,,,,16165.94,6.27,El Bosque,14.73,5.33,9.82,22.30,,29.18,18.63,,59.85,35.16,,4.99,,,45.51,,,,54.49,788.85,285.75,526,1194.7527,2.62,,1563.3,998.1,
2149,Spain,,,,,,,,,,,,,,,,El Bruc,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150,Spain,2005,IPCC,2005,1133.583,5702.951,,,,30.019,,5.201,3573.901,1168.203,2059.21,33.84,El Brull,,0.48,5.35,0.00,0.12,46.16,22.12,25.77,16.58,83.42,,,,0.44,,0.08,52.28,17.09,30.12,,10.183769,113.41,5.3887561080046E-14,10.50,2.501681,979.14301,469.238227,546.587788
2151,Spain,2007,IPCC,2007,3750,23781.14,,10500.39,,,20726.08,,,,17305.43,13.56,El Burgo,0.44,2.20,6.82,19.77,,12.47,5.01,53.28,9.86,62.53,,27.61,,,54.50,,,,45.50,36.9,184.5,572,1657.6302,4.13,,1045.8,420.3,4467.1626
2152,Spain,2007,IPCC,2007,94174.2,110500.9,,,,4805.8,,3936.6,61830.52,33201.2,100900.98,8.17,El Campello,,2.93,,-0.00,2.48,38.17,18.92,37.50,46.01,53.99,,,,2.35,,1.92,30.21,16.22,49.30,,2046.8398,,-6.4028427004815E-12,2.79,1732.104,26640.29804,13205.186,26175.05892
2153,Spain,2007,IPCC,2007,16443,22847.42,,3046.6,8555,784.89,3625.08,279.84,8453.1,4764.73,15874.38,17.56,El Campillo,28.58,2.19,,1.03,0.93,20.55,15.49,31.22,38.84,53.97,,7.20,20.21,1.85,8.56,0.66,19.97,11.25,37.50,3849.75,295.6491,,138.8352,6.02,125.928,2767.977,2086.5771,4205.8386
2154,Spain,2007,IPCC,2007,33682,63976.83,,4864.57,,,68097.19,,,,34426.22,21.44,El Carpio,28.62,1.35,2.84,21.55,,11.55,6.14,27.96,32.85,62.40,,4.74,,,66.42,,,,33.58,9102.15,427.95,903,6855.4929,6.98,,3674.25,1952.55,8892.2408
2155,Spain,2007,IPCC,2007,1674.56,2914.59,,,,115.37,,68.16,490.36,1190.83,2724.43,21.34,El Castell de Guadalest,,3.41,,,2.02,12.07,35.24,47.26,36.49,63.51,,,,2.51,,1.49,10.69,25.95,59.37,,50.7628,,,6.92,29.9904,179.45284,523.9652,702.63231
2156,Spain,2007,IPCC,2007,6326,17598.85,,1449.61,,,11520.12,,,,13854.35,14.82,El Castillo de las Guardas,0.21,4.94,2.25,12.70,,21.61,10.75,47.53,24.93,69.36,,5.71,,,45.40,,,,54.60,16.2,374.85,171,963.814416,4.70,,1639.8,815.85,3607.28478
2157,Spain,2005,IPCC,2005,11692,53325,,207,,255,,313,13313,5564,45779,20.25,El Catllar,,0.57,8.56,,0.70,23.16,10.62,56.39,17.93,81.76,,0.32,,0.39,,0.48,20.41,8.53,70.19,,121.371,1828,,6.63,150.553,4946.605,2267.254,12041.526
2158,Spain,2007,IPCC,2007,4023,26564.22,,3408.87,34,664.34,4056.14,330.56,8920.44,1283.72,18706.89,12.22,El Cerro de Andévalo,0.17,3.17,,1.75,1.67,32.08,5.12,56.05,11.83,78.14,,10.03,0.10,1.95,11.93,0.97,26.24,3.78,55.03,15.3,282.591,,155.3448,3.56,148.752,2855.0988,455.3244,4988.8417
2159,Spain,2007,IPCC,2007,10068,60527.18,,2526.19,,,35920.94,,,,37200.43,13.99,El Coronil,0.52,1.67,5.70,28.11,,14.77,4.25,45.00,13.77,82.78,,3.45,,,49.13,,,,50.87,110.25,355.95,1218,6009.3143,4.24,,3156.3,908.1,9618.3729
2160,Spain,2007,IPCC,2007,19441,74630.09,,2631.02,,,35731.46,,,,60970.64,11.13,El Cuervo de Sevilla,1.38,2.04,8.57,11.28,,16.22,8.92,51.60,20.10,77.18,,2.72,,,36.95,,,,63.05,422.55,623.7,2624,3455.6692,3.63,,4970.7,2731.5,15808.0985
2161,Spain,2007,IPCC,2007,452909,1062072.88,,17416.25,,,722075.8,,,,810322.33,19.05,El Ejido,6.01,5.05,3.20,11.93,,9.78,21.01,43.02,29.56,69.31,,1.14,,,47.12,,,,52.88,29288.25,24593.85,15583.74,58087.6472,6.12,,47602.35,102324.6,209464.7614
2162,Spain,2005,IPCC,2005,1348.31,9787.94,,,,37.49,,102.23,1411.3,540.2,9045.02,24.86,El Far d'Empordà,,0.49,13.05,-0.00,1.32,14.32,6.40,64.42,12.11,87.89,,,,0.34,,0.92,12.67,4.85,81.22,,18.03269,485.12,-0.0021399999999981,8.30,49.17263,532.15355,237.81442,2394.33438
2163,Spain,2007,IPCC,2007,2892,8135.48,,378.03,,,5335.8,,,,6069.71,13.91,El Garrobo,0.74,4.18,2.41,15.15,,23.82,8.65,45.06,25.36,71.33,,3.31,,,46.78,,,,53.22,25.65,145.35,83.77,527.417,4.39,,829.35,301.05,1568.7577
2164,Spain,2007,IPCC,2007,9271.46,21723.41,,314.03,,,14014.13,,,,17294.77,16.40,El Gastor,9.87,4.08,4.19,11.02,,14.66,12.36,43.81,29.61,69.38,,1.00,,,44.76,,,,55.24,1005.273,415.5795,427,1122.3548,5.39,,1492.704,1258.6005,4460.8037
2165,Spain,2007,IPCC,2007,1208.46,6281.57,,770.09,21,134.64,924.73,129.12,2262.47,392.39,4395.77,12.53,El Granado,0.43,2.49,,1.68,2.62,33.47,6.65,52.66,14.63,76.05,,9.32,0.25,1.63,11.20,1.56,27.39,4.75,53.22,9.45,55.134,,37.1136,3.70,58.104,741.1869,147.3453,1166.1009
2166,Spain,2007,IPCC,2007,688,3822.26,,332.24,,,1765.19,,,,3077.31,,El Madroño,,,100.00,,,,,,14.21,78.93,,6.86,,,36.45,,,,63.55,,,37,,,,,,
2167,Spain,2005,IPCC,2005,5006.06,18599.68,,61.69,,645.6,,450.53,7089.51,1787.64,13694.15,22.22,El Montmell,,3.78,9.41,,2.73,29.44,9.26,45.38,21.15,78.59,,0.26,,2.73,,1.90,29.95,7.55,57.86,,299.98898,746.69,,7.45,216.70493,2335.97325,734.66984,3601.3118
2168,Spain,2005,IPCC,2005,8360,38604,,150,,941,,632,7551,3707,34283,18.08,El Morell ,,2.86,6.24,,2.03,19.35,9.27,60.24,17.74,81.94,,0.32,,2.00,,1.34,16.03,7.87,72.77,,427.232,933,,5.73,303.992,2891.671,1384.877,9002.427
2169,Spain,2005,IPCC,2005,4698,15844,,,,463.4,7.4E-13,285.3,6105.2,2085.8,11594,11.31,El Palau d'Anglesola,,1.84,11.01,-0.00,1.95,29.63,12.13,43.45,22.87,77.13,,,,2.26,0.00,1.39,29.73,10.16,56.46,,129.6568,774,-0.1617,3.87,136.944,2083.8894,853.0565,3055.731
2170,Spain,2007,IPCC,2007,9317.66,25754.75,,911,,,19199.86,,,,16783.58,14.47,El Palmar de Troya,4.04,2.39,5.22,19.52,,16.61,13.97,38.25,25.89,71.57,,2.53,,,53.36,,,,46.64,457.119,270.918,591,2211.1277,4.68,,1881.9045,1583.0055,4333.6173
2171,Spain,2005,IPCC,2005,12459,34426,,,,1145,,660,14960,8019,22101,12.72,El Papiol,,2.33,13.66,,1.59,30.88,18.61,32.94,26.57,73.43,,,,2.44,,1.41,31.91,17.10,47.14,,424.322,2487,,4.94,289.08,5620.796,3387.294,5996.472
2172,Spain,2007,IPCC,2007,7917,26954.08,,2365.06,,,16982.01,,,,20254.12,15.44,El Pedroso,7.01,3.63,1.54,16.09,,15.88,6.83,49.01,21.26,72.39,,6.35,,,45.61,,,,54.39,749.25,387.9,165,1718.1489,4.73,,1696.05,729.45,5235.0071
2173,Spain,2005,IPCC,2005,2886.6,12175.6,,14.4,,128,,206,3668.1,1402.9,9671.6,16.64,El Pla del Penedès,,1.08,8.49,,1.99,26.32,11.04,51.08,19.15,80.76,,0.10,,0.85,,1.37,24.33,9.31,64.15,,53.932,423,,5.50,99.086,1311.8097,550.2693,2545.6944
2174,Spain,2005,IPCC,2005,329720.04,623390.37,,,,12600.55,,,164490,284231,495892,14.88,El Prat de Llobregat,,1.19,5.42,-0.00,0.81,16.32,36.98,39.28,34.59,65.41,,,,1.32,,,17.18,29.69,51.81,,3910.0099,17813.9,-3.0704541131854E-11,5.21,2652.3744,53694.7,121651.62,129203.6852
2175,Spain,2007,IPCC,2007,387320,980973.2,,11053.98,,,812743.06,,,,566604.12,15.97,El Puerto de Santa María,5.20,3.95,8.56,22.82,,14.99,13.24,31.24,28.08,71.12,,0.80,,,58.92,,,,41.08,24246.45,18434.7,39903,106380.8189,5.44,,69867.9,61744.95,145615.9527
2176,Spain,2007,IPCC,2007,8000.93,17045.62,,1295.98,,,11698.76,,,,14643.78,15.36,El Real de la Jara,10.62,4.39,2.13,7.50,,15.77,13.29,46.30,30.37,64.71,,4.92,,,44.41,,,,55.59,867.5145,358.632,174,612.5618,5.01,,1288.1475,1086.1245,3783.1955
2177,Spain,2007,IPCC,2007,5112,16925.39,,621.36,,,9628.19,,,,13030.55941,15.63,El Ronquillo,1.85,5.98,1.52,14.82,,17.10,8.98,49.75,22.56,74.70,,2.74,,,42.49,,,,57.51,125.55,405.45,103,1005.0931,4.81,,1160.1,609.3,3374.0332
2178,Spain,2014,IPCC,2014,128906.61,,,,,12517.55,,1294.67,22937.53,,92156.86,7.37,El Rosario,,9.60,1.10,,0.99,17.60,,70.71,100.00,,,,,9.71,,1.00,17.79,,71.49,,3892.95805,445.67,,2.32,402.64237,7133.57183,,28660.78346
2179,Spain,2005,IPCC,2005,733,4837,,17,,44,,57,1002,295,4189,17.85,El Rourell ,,1.25,5.08,,1.62,21.27,6.01,64.77,13.12,86.58,,0.30,,0.79,,1.02,17.93,5.28,74.98,,21.164,86,,5.41,27.417,360.366,101.821,1097.29
2180,Spain,2007,IPCC,2007,8359,36282.45,,1305.28,,,17606.23,,,,28340.53,12.54,El Rubio,3.94,2.38,4.79,14.78,,15.66,5.35,53.10,18.19,78.97,,2.84,,,38.32,,,,61.68,542.25,327.15,660,2035.1215,3.87,,2155.5,736.65,7311.3922
2181,Spain,2007,IPCC,2007,1589.56,3000.38,,,,152.97,,132.21,3716.91,276.18,311.67,7.23,El Ràfol d'Almúnia,,4.75,,,4.10,77.79,7.55,5.82,34.63,65.37,,,,3.33,,2.88,80.98,6.02,6.79,,67.3068,,,2.23,58.1724,1103.08065,107.04372,82.46421
2182,Spain,2007,IPCC,2007,9308,56568.48,,2152.54,,,29146.61,,,,38882.4,14.83,El Saucejo,0.37,2.20,4.19,23.21,,11.69,7.11,51.24,13.68,83.15,,3.16,,,42.84,,,,57.16,72.45,431.55,821,4549.4698,4.41,,2291.4,1393.2,10045.0018
2183,Spain,2007,IPCC,2007,2528,19234.61,,1288.18,,,8298.78,,,,14752.02,18.62,El Valle,0.13,3.00,4.31,17.99,,10.78,3.93,59.86,10.97,83.44,,5.59,,,36.00,,,,64.00,8.55,191.25,275,1147.0558,5.46,,687.15,250.65,3817.5287
2184,Spain,2007,IPCC,2007,15201.22,15216.64,,1114.08,,410,,895.28,17111.31,6915.22,6200.12,6.21,El Verger,,1.62,,,3.73,50.74,28.48,15.43,48.21,48.26,,3.53,,1.30,,2.84,54.27,21.93,19.66,,171.20584,,,2.16,393.9232,5357.00386,3006.5822,1629.52638
2185,Spain,2007,IPCC,2007,50155,183854.36,,5594.84,,,82566.47,,,,157037.73,13.08,El Viso del Alcor,4.30,1.83,4.72,9.28,,16.77,7.81,55.30,20.93,76.73,,2.34,,,34.46,,,,65.54,3159.45,1344.15,3466.26,6822.4882,4.11,,12327.3,5738.85,40649.5039
2186,Spain,2000,IPCC,2000,512296.47,2518271.25,,,,13128.62,,11808.35,326601.48,282796.63,2396232.64,15.48,Elche,,0.61,,,0.59,14.50,13.10,71.21,16.90,83.10,,,,0.43,,0.39,10.78,9.33,79.07,,5315.20635,,,4.48,5195.674,127102.3662,114857.89762,624372.6426
2187,Spain,2007,IPCC,2007,159459.98,118267.85,,204.77,,7531.11,2.9103830456734E-11,5570.24,146534.06,67240.93,51056.27,5.02,Elda,,2.97,,0.00,2.47,53.18,27.86,13.51,57.37,42.55,,0.07,,2.71,0.00,2.00,52.72,24.19,18.37,,2929.30547,,1.2747477740049E-11,1.78,2439.76512,52434.65939,27464.61807,13321.88445
2188,Greece,2011,IPCC,2011,750960.3,217618.6,,,326024,3033.7,27496,15712,219931.74,250727.96,125653.5,32.14,Elefsina,39.81,0.25,2.10,3.36,1.92,22.29,26.72,3.55,77.53,22.47,,,33.66,0.31,2.84,1.62,22.71,25.89,12.97,354714.112,2200.3252,18741.63,29915.648,29.56,17094.656,198626.56008,238107.90832,31658.8665
2189,Lithuania,2010,IPCC,2010,61396,53151.05,152800,714.4,132686.3,1591.6,,611,99301.3,30823.1,3048.2,9.68,Elektrėnai ,50.06,0.62,,-0.00,0.17,37.40,10.17,1.59,22.90,19.83,57.00,0.27,49.50,0.59,,0.23,37.04,11.50,1.14,25202.749,311.170237,,-2.5829649530352E-14,1.82,83.9514,18829.137,5120.4374,798.965836
