,attr_Emissions_reduction,attr_Energy_access_&_efficiency,attr_Renewable_energy,baseline_year,cdp,company_classification,country,dollar_value,entity_type,name,percent_reduction,raw_commitment,target_year,url,attr_Use_of_carbon_price,attr_Building,attr_Private_finance,climatebonds,green_bond,carbonn,community_wide,covenant_of_mayors,attr_Resilience,attr_Forest,attr_Transport,attr_Other,attr_Short_term_pollutants,climategroup,investorsclimatechange,globalcompact,attr_Agriculture
704,,,,,1.0,Oil and Gas,Australia,,Company,AWE Limited,,Use an internal carbon price,,/company/awe-limited,1.0,,,,,,,,,,,,,,,,
705,1.0,1.0,,2000.0,1.0,Aerospace and Defense,United Kingdom of Great Britain and Northern Ireland,,Company,AWE Plc,30,Reduce operational CO2e emissions by 30% from 2000 to 2030 through increased energy efficiency,2030.0,/company/awe-plc,,,,,,,,,,,,,,,,,
706,1.0,1.0,,2012.0,1.0,"Banks, Diverse Financials, and Insurance",France,,Investor,AXA Group,25,"Reduce CO2e emissions intensity of power consumption, business travel, and office paper by 25% per full-time employee from 2012 to 2020 through increased energy efficiency of equipment and buildings, teleconferencing, and a reforestation campaign promoting paperless document delivery",2020.0,/company/axa-group,,1.0,,,,,,,,1.0,,,,,,,
707,,,,,1.0,Chemicals,United States of America,,Company,Axalta Coating Systems,,Set an internal carbon price by 2017,2017.0,/company/axalta-coating-systems,1.0,,,,,,,,,,,,,,,,
708,1.0,1.0,,2013.0,1.0,Chemicals,United States of America,,Company,Axalta Coating Systems,7,Reduce operational CO2e emissions intensity by 7% per unit revenue from 2013 to 2020 through increased energy efficiency,2020.0,/company/axalta-coating-systems,,,,,,,,,,,,,,,,,
709,,,,,1.0,Media,Germany,,Company,Axel Springer SE,,Set an internal carbon price by 2017,2017.0,/company/axel-springer-se,1.0,,,,,,,,,,,,,,,,
710,1.0,,,2009.0,1.0,Food and Staples Retailing,Sweden,,Company,Axfood,50,Reduce direct CO2e emissions from cooling agents by 50% from 2009 to 2015,2015.0,/company/axfood,,,,,,,,,,,,,,,,,
711,1.0,,,2009.0,1.0,Food and Staples Retailing,Sweden,,Company,Axfood,75,"Reduce CO2e emissions from energy use, transportation, cooling agents, and business travel by 75% from 2009 to 2020",2020.0,/company/axfood,,,,,,,,,,,1.0,,,,,1.0,
712,1.0,,,2009.0,1.0,Food and Staples Retailing,Sweden,,Company,Axfood,15,Reduce CO2e emissions intensity of purchased utilities by 15% per square meter from 2009 to 2015,2015.0,/company/axfood,,,,,,,,,,,,,,,,,
713,,,1.0,,,"Banks, Diverse Financials, and Insurance",India,500000000.0,Investor,Axis Bank/Dubai,,"USD 500m green bonds issued for projects in renewable energy, low carbon buildings, low carbon transport in India",,/company/axis-bankdubai,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,
714,1.0,1.0,1.0,2012.0,1.0,Telecommunication Services,Mexico,,Company,Axtel,17,Reduce operational CO2e emissions by 17% from 2012 to 2016 through increased energy efficiency and renewable energy procurement,2016.0,/company/axtel,,,,,,,,,,,,,,,,,
715,1.0,,,2007.0,,,Spain,,City,Ayamonte,20,Reduce community-wide CO2e emissions by 20% from 2007 to 2020,2020.0,/city/ayamonte/spain,,,,,,,1.0,1.0,,,,,,,,,
716,1.0,1.0,,2006.0,1.0,Technology Hardware and Equipment,Japan,,Company,Azbil Corporation,39,Reduce operational CO2e emissions by 39% from 2006 to 2016 through increased energy efficiency,2016.0,/company/azbil-corporation,,,,,,,,,,,,,,,,,
717,,,,,1.0,Retailing,Brazil,,Company,B2W Companhia Global do Varejo,,Set an internal carbon price by 2017,2017.0,/company/b2w-companhia-global-do-varejo,1.0,,,,,,,,,,,,,,,,
718,1.0,,,,,,Mexico,,City,Bacalar,40,Reduce CO2 emissions from the community by 40% by 2034 based on 2012 levels,2034.0,/city/bacalar/mexico,,,,,,1.0,1.0,,,,,,,,,,
719,,,,,1.0,Automobiles and Components,United States of America,,Company,Baccus Global LLC,,Use an internal carbon price,,/company/baccus-global-llc,1.0,,,,,,,,,,,,,,,,
720,1.0,,,2014.0,1.0,"Consumer Durables, Household and Personal Products",Sweden,,Company,Backer,10,Reduce operational CO2e emissions by 10% from 2014 to 2015,2015.0,/company/backer,,,,,,,,,,,,,,,,,
721,1.0,,,2005.0,,,Italy,,City,Bacoli,20,Reduce community-wide CO2 emissions by 20% from 2005 to 2020,2020.0,/city/bacoli/italy,,,,,,,1.0,1.0,,,,,,,,,
722,1.0,,,2005.0,,,Spain,,City,Badalona,20,Reduce community-wide CO2e emissions by 20% from 2005 to 2020,2020.0,/city/badalona/spain,,,,,,,1.0,1.0,,,,,,,,,
723,1.0,,,,1.0,,Germany,,Region,Baden-Württemberg,25,Reduce region-wide CO2e emissions by 25% by 2020 based on 1990 levels,2020.0,/subnational-region/baden-wurttemberg/germany,,,,,,,,,,,,,,1.0,,,
724,1.0,,,,1.0,,Germany,,Region,Baden-Württemberg,90,Reduce region-wide CO2e emissions by 90% by 2050 based on 1990 levels,2050.0,/subnational-region/baden-wurttemberg/germany,,,,,,,,,,,,,,1.0,,,
725,,1.0,,,1.0,,Germany,,Region,Baden-Württemberg,50,Reduce the consumption of end-use energy by 50% by 2050 based on 2010 levels,2050.0,/subnational-region/baden-wurttemberg/germany,,,,,,,,,,,,,,,,,
726,,,1.0,,1.0,,Germany,,Region,Baden-Württemberg,25,Increase the percentage of renewable energy sources by 25% gross consumption of end-use energy,,/subnational-region/baden-wurttemberg/germany,,,,,,,,,,,,,,,,,
727,,,1.0,,1.0,,Germany,,Region,Baden-Württemberg,80,Increase the percentage of renewable energy sources by 80% gross consumption of end-use energy,,/subnational-region/baden-wurttemberg/germany,,,,,,,,,,,,,,,,,
728,,,1.0,,,,Germany,,Region,Baden-Württemberg,20,Increase the share of renewable energy in electricity production to 20% by 2020,2020.0,/subnational-region/baden-wurttemberg/germany,,,,,,,,,,,,,,1.0,,,
729,1.0,,,2005.0,,,Spain,,City,Badia del Vallès,20,Reduce community-wide CO2e emissions by 20% from 2005 to 2020,2020.0,/city/badia-del-valles/spain,,,,,,,1.0,1.0,,,,,,,,,
730,1.0,,,2006.0,,,Italy,,City,Badia Polesine,22,Reduce community-wide CO2e emissions by 22% from 2006 to 2020,2020.0,/city/badia-polesine/italy,,,,,,,1.0,1.0,,,,,,,,,
731,1.0,1.0,,2011.0,1.0,Aerospace and Defense,United Kingdom of Great Britain and Northern Ireland,,Company,BAE Systems,21,Reduce operational CO2e emissions for their UK Maritime Services business by 21% from 2011 to 2015 through increased energy efficiency,2015.0,/company/bae-systems,,,,,,,,,,,,,,,,,
732,1.0,,,2007.0,,,Spain,,City,Baeza,21,Reduce community-wide CO2e emissions by 21% from 2007 to 2020,2020.0,/city/baeza/spain,,,,,,,1.0,1.0,,,,,,,,,
733,1.0,,,2008.0,,,Italy,,City,Bagnacavallo,30,Reduce community-wide CO2 emissions by 30% from 2008 to 2020,2020.0,/city/bagnacavallo/italy,,,,,,,1.0,1.0,,,,,,,,,
734,1.0,,,2008.0,,,Romania,,City,Baia Mare,22,Reduce community-wide CO2e emissions by 22% from 2008 to 2020,2020.0,/city/baia-mare/romania,,,,,,,1.0,1.0,,,,,,,,,
735,,1.0,,,,Automobiles and Components,China,380000000.0,Company,BAIC Motors Corporation,,USD 380m green bonds issued for projects in energy efficient cars and electric vehicles in China,,/company/baic-motors-corporation,,,1.0,1.0,1.0,,,,,,1.0,,,,,,
736,1.0,,,2007.0,,,Spain,,City,Bailén,20,Reduce community-wide CO2e emissions by 20% from 2007 to 2020,2020.0,/city/bailen/spain,,,,,,,1.0,1.0,,,,,,,,,
737,1.0,,,2012.0,1.0,Oil and Gas,United States of America,,Company,Baker Hughes Incorporated,21,Reduce operational CO2e emissions by 21% from 2012 to 2020,2020.0,/company/baker-hughes-incorporated,,,,,,,,,,,,,,,,,
738,1.0,,,2014.0,1.0,Oil and Gas,United States of America,,Company,Baker Hughes Incorporated,14,Reduce operational CO2e emissions by 14% from 2014 to 2015,2015.0,/company/baker-hughes-incorporated,,,,,,,,,,,,,,,,,
739,,1.0,,,1.0,Oil and Gas,United States of America,,Company,Baker Hughes Incorporated,,Supply 100% of total electricity consumption at UK facilities from renewables by 2015,2015.0,/company/baker-hughes-incorporated,,,,,,,,,,,,,,,,,
740,,,,,1.0,Oil and Gas,United States of America,,Company,Baker Hughes Incorporated,,Set an internal carbon price by 2017,2017.0,/company/baker-hughes-incorporated,1.0,,,,,,,,,,,,,,,,
741,1.0,,,2011.0,,,Belgium,,City,Balen,20,Reduce community-wide CO2 emissions by 20% from 2011 to 2020,2020.0,/city/balen/belgium,,,,,,,1.0,1.0,,,,,,,,,
742,1.0,1.0,,,1.0,Construction and Engineering,United Kingdom of Great Britain and Northern Ireland,,Company,Balfour Beatty,20,Reduce emissions intensity by 20% per metric tonnes CO2e per unit revenue by 2015,2015.0,/company/balfour-beatty,,,,,,,,,,,,,,,,,
743,,,,,1.0,Construction and Engineering,United Kingdom of Great Britain and Northern Ireland,25.09,Company,Balfour Beatty,,Use an internal carbon price of USD 25.09 ,,/company/balfour-beatty,1.0,,,,,,,,,,,,,,,,
744,1.0,,,,,,Indonesia,,City,Balikpapan,,Reduce CO2e emissions from the community by 15.6% by 2020 compared to a business as usual scenario,2020.0,/city/balikpapan/indonesia,,,,,,1.0,1.0,,,,,,,,,,
745,1.0,1.0,,2010.0,1.0,Containers and Packaging,United States of America,,Company,Ball Corporation,10,Reduce operational CO2e emissions intensity by 10% per division-specific metric from 2010 to 2015 through increased energy efficiency,2015.0,/company/ball-corporation,,,,,,,,,,,,,,,,,
746,,,1.0,,,,Spain,,City,Balmaseda,29,Increase share of renewables  in final energy mix for government operations to 29% by 2020,2020.0,/city/balmaseda/spain,,,,,,1.0,,,,,,,,,,,
747,1.0,,,,,,Spain,,City,Balmaseda,29,Reduce  emissions from the community  by 29% by 2020 compared to 2007 absolute levels,2020.0,/city/balmaseda/spain,,,,,,1.0,1.0,,,,,,,,,,
748,,,1.0,,,,Spain,,City,Balmaseda,29,Increase share of renewables  in final energy mix for the community  to 29% by 2020,2020.0,/city/balmaseda/spain,,,,,,1.0,1.0,,,,,,,,,,
749,,1.0,,,,,United States of America,,City,Baltimore,15,Increase energy efficiency of the community by 15% by 2015 based on 2007 levels,2015.0,/city/baltimore/united-states-of-america,,,,,,1.0,1.0,,,,,,,,,,
750,1.0,,,2010.0,1.0,,United States of America,,City,Baltimore,15,Reduce community-wide CO2e emissions by 15% from 2010 to 2020,2020.0,/city/baltimore/united-states-of-america,,,,,,1.0,1.0,,,,,,,,,,
751,,,1.0,,1.0,,United States of America,,City,Baltimore,,"Supply 15% of city-wide energy demand with renewable sources by 2020 through the development of solar, wind, and combined heat and power generation sites",2020.0,/city/baltimore/united-states-of-america,,,,,,,,,,,,,,,,,
752,1.0,1.0,,2010.0,1.0,Building Products,United States of America,,Company,Baltimore Aircoil,30,Reduce operational CO2e emissions by 30% from 2010 to 2017 through increased energy efficiency,2017.0,/company/baltimore-aircoil,,,,,,,,,,,,,,,,,
753,1.0,,,2005.0,,,Latvia,,City,Balvi,20,Reduce community-wide CO2 emissions by 20% from 2005 to 2020,2020.0,/city/balvi/latvia,,,,,,,1.0,1.0,,,,,,,,,
754,,,,,1.0,"Banks, Diverse Financials, and Insurance",Italy,,Investor,Banca Monte dei Paschi di Siena Group,,Set an internal carbon price by 2017,2017.0,/company/banca-monte-dei-paschi-di-siena-group,1.0,,,,,,,,,,,,,,,,
755,,,,2010.0,1.0,"Banks, Diverse Financials, and Insurance",Brazil,,Investor,Banco Bradesco S/A,10,Reduce CO2e emissions intensity across their value chain by 10% per million net profit units from 2010 to 2015 through optimization of transport activities,2015.0,/company/banco-bradesco-sa,,,,,,,,,,,1.0,,,,,,
756,1.0,,,2010.0,1.0,"Banks, Diverse Financials, and Insurance",Brazil,,Investor,Banco Bradesco S/A,10,Reduce CO2e emissions from utilities purchased for electric power by 10% per million net profit units from 2010 to 2015,2015.0,/company/banco-bradesco-sa,,,,,,,,,,,,,,,,,
757,1.0,1.0,,2014.0,1.0,"Banks, Diverse Financials, and Insurance",Brazil,,Investor,Banco Bradesco S/A,2,Reduce CO2e emissions from purchased utilities by 2% from 2014 to 2015 through increased energy efficiency,2015.0,/company/banco-bradesco-sa,,,,,,,,,,,,,,,,,
758,1.0,,,2010.0,1.0,"Banks, Diverse Financials, and Insurance",Brazil,,Investor,Banco Bradesco S/A,10,Reduce CO2e emissions intensity across their value chain by 10% per million net profit units from 2010 to 2015 through optimization of transport activities,2015.0,/company/banco-bradesco-sa,,,,,,,,,,,,,,,,,
759,,,1.0,,,"Banks, Diverse Financials, and Insurance",Costa Rica,500000000.0,Investor,Banco Nacional de Costa Rica,,"USD 500m green bonds issued for projects in renewable energy, wastewater management in Costa Rica",,/company/banco-nacional-de-costa-rica,,,1.0,1.0,1.0,,,,1.0,,,,,,,,
760,1.0,1.0,1.0,2014.0,1.0,"Banks, Diverse Financials, and Insurance",Spain,,Investor,Banco Sabadell,3,Reduce operational CO2e emissions by 3% from 2014 to 2020 through increased energy efficiency and renewable energy procurement,2020.0,/company/banco-sabadell,,,,,,,,,,,,,,,,,
761,1.0,1.0,1.0,,1.0,"Banks, Diverse Financials, and Insurance",Spain,,Investor,Banco Santander,20,"Reduce emissions in operations by 20% by 2015 through energy efficiency projects, renewable energy procurement and behavior change ",2015.0,/company/banco-santander,,,,,,,,,,,,,,,,,
762,1.0,1.0,,2011.0,1.0,"Banks, Diverse Financials, and Insurance",Brazil,,Investor,Banco Santander Brasil,20,Reduce CO2e emissions across their value chain by 20% from 2011 to 2015 through energy efficient building retrofits,2015.0,/company/banco-santander-brasil,,1.0,,,,,,,,,,,,,,,
763,1.0,1.0,,,1.0,"Banks, Diverse Financials, and Insurance",Colombia,,Investor,BanColombia SA,10,"Reduce emissions from operations by 10% by 2020, primarily through electric energy reduction initiatives",2020.0,/company/bancolombia-sa,,,,,,,,,,,,,,,,,
764,1.0,,,,1.0,"Banks, Diverse Financials, and Insurance",Colombia,,Investor,BanColombia SA,16,Reduce emissions from business travel by 16% by 2020,2020.0,/company/bancolombia-sa,,,,,,,,,,,,,,,,,
765,,,,,1.0,"Banks, Diverse Financials, and Insurance",Colombia,,Investor,BanColombia SA,,Set an internal carbon price by 2017,2017.0,/company/bancolombia-sa,1.0,,,,,,,,,,,,,,,,
766,1.0,,,2010.0,1.0,"Banks, Diverse Financials, and Insurance",Colombia,,Investor,BanColombia SA,35,Reduce CO2e emissions associated with paper consumption in all sites and countries where they have operational control by 35% from 2010 to 2020,2020.0,/company/bancolombia-sa,,,,,,,,,,,,,,,,,
767,1.0,,,,,,Indonesia,,City,Bandung,30,Reduce CO2e emissions from the community by 30% by 2030 compared to a 2013 business as usual scenario,2030.0,/city/bandung/indonesia,,,,,,1.0,1.0,,,,,,,,,,
768,1.0,,,1990.0,,,Bosnia and Herzegovina,,City,Banja Luka,20,Reduce community-wide CO2 emissions by 20% from 1990 to 2020,2020.0,/city/banja-luka/bosnia-and-herzegovina,,,,,,,1.0,1.0,,,,,,,,,
769,1.0,1.0,1.0,2005.0,1.0,"Banks, Diverse Financials, and Insurance",Switzerland,,Investor,Bank Coop AG,40,Reduce total CO2e emissions intensity across their value chain by 40% per full-time employee from 2005 to 2020 through increased energy efficiency and renewable energy purchases,2020.0,/company/bank-coop-ag,,,,,,,,,,,,,,,,,
770,1.0,1.0,,,1.0,"Banks, Diverse Financials, and Insurance",United States of America,,Investor,Bank of America,15,Reduce emissions from operations by 15% by 2015 through energy efficiency ,2015.0,/company/bank-of-america,,,,,,,,,,,,,,,,,
771,1.0,1.0,,2010.0,1.0,"Banks, Diverse Financials, and Insurance",United States of America,,Investor,Bank of America,50,Reduce operational CO2e emissions by 50% from 2010 to 2020 through increased energy efficiency ,2020.0,/company/bank-of-america,,,,,,,,,,,,,,,,,
772,,,1.0,,1.0,"Banks, Diverse Financials, and Insurance",United States of America,,Investor,Bank of America,,Supply 100% of total electricity consumption from renewables by 2020 from 1% in 2010,2020.0,/company/bank-of-america,,,,,,,,,,,,,,,,,
773,1.0,,,,1.0,"Banks, Diverse Financials, and Insurance",United States of America,,Investor,Bank of America,,Achieve carbon neutrality of operational CO2e emissions by 2020 ,2020.0,/company/bank-of-america,,,,,,,,,,,,,,,,,
774,1.0,,,,1.0,"Banks, Diverse Financials, and Insurance",United States of America,,Investor,Bank of America,,Maintain carbon neutrality of operational CO2e emissions through 2040 ,,/company/bank-of-america,,,,,,,,,,,,,,,,,
775,,,,2010.0,1.0,"Banks, Diverse Financials, and Insurance",United States of America,,Investor,Bank of America,20,Reduce withdrawal of water sourced from municipal supply by 20% from 2010 to 2015,2015.0,/company/bank-of-america,,,,,,,,,1.0,,,,,,,,
776,,,1.0,,1.0,"Banks, Diverse Financials, and Insurance",United States of America,1000000000.0,Investor,Bank of America,,Invest USD 1bn to support their Catalytic Finance Initiative to increase the flow of capital to high-impact clean energy investment,,/company/bank-of-america,,,1.0,,,,,,,,,,,,,,
777,,,,,1.0,"Banks, Diverse Financials, and Insurance",United States of America,,Investor,Bank of America,,"Reduce credit exposure to the coal mining sector starting in 2015 to support carbon capture and storage technologies, help mining companies diversify their fuel sources, and promote the transition to a low-carbon economy",,/company/bank-of-america,,,1.0,,,,,,,,,,,,,,
778,,,,,1.0,"Banks, Diverse Financials, and Insurance",United States of America,125000000000.0,Investor,Bank of America,,"Invest USD 125bn by 2025 to advance low-carbon economic solutions through lending, investing, and facilitating capital",2025.0,/company/bank-of-america,,,1.0,,,,,,,,,,,,,,
779,,1.0,1.0,,,"Banks, Diverse Financials, and Insurance",United States of America,1100000000.0,Investor,Bank of America,,USD 1.1bn green bonds issued for projects in renewable energy and energy efficiency in United States of America,,/company/bank-of-america,,,1.0,1.0,1.0,,,,,,,,,,,,
780,,,1.0,,,"Banks, Diverse Financials, and Insurance",China,3030000000.0,Investor,Bank of China,,"USD 3.03bn green bonds issued for projects in renewable energy, pollution prevention, clean transportation in China",,/company/bank-of-china,,,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,
