name,country,commitments,submission,year,region,population,sectors,target
Castel del Monte,Italy,2020,2016-05-28				,2015			,L'Aquila,441,Local electricity production; Tertiary buildings equipment facilities; Residential buildings; Local heat cold production,23%
Castel di Ieri,Italy,2020,2015-12-06				,2015			,L'Aquila,325,Local electricity production; Residential buildings; Public lighting; Local heat cold production,23%
Castel di Sangro,Italy,2020,2015-12-07				,2015			,L'Aquila,6128,Transport; Local electricity production; Residential buildings; Public lighting,22%
Castelfranco Veneto,Italy,2020,2017-04-14				,2014			,Treviso,33675,Transport; Municipal buildings equipment facilities; Residential buildings; Public lighting,20%
Castell de Castells,Spain,2020,2016-07-26				,2011			,Alicante / Alacant,442,Transport; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others,25%
Castell-Platja d'Aro,Spain,2020,2019-04-25				,2016			,"",10420,Residential buildings; Local electricity production; Municipal buildings equipment facilities; Public lighting; Tertiary buildings equipment facilities; Transport; Others,22%
Castellafiume,Italy,2020,2015-12-07				,2015			,L'Aquila,1099,Local electricity production; Tertiary buildings equipment facilities; Residential buildings; Local heat cold production,20%
Castellanza,Italy,2020,2016-10-20				,2014			,"",14400,Transport; Others; Local heat cold production; Industry; Local electricity production; Residential buildings; Municipal buildings equipment facilities; Public lighting; Tertiary buildings equipment facilities,20%
Castellar de la Frontera ,Spain,2020,2018-01-08				,2011			,Cádiz,2874,Local electricity production; Municipal buildings equipment facilities; Public lighting; Others; Transport,22%
Castellar del Vallès,Spain,2020,2017-05-26				,2010			,"",23002,Transport; Local electricity production; Municipal buildings equipment facilities; Public lighting; Others; Tertiary buildings equipment facilities; Residential buildings,20%
Castellarano,Italy,2020;2030;ADAPT,2017-10-02				,2015			,"",15263,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Public lighting; Local heat cold production; Others,21%
Castellbisbal,Spain,2020,2016-06-27				,2014			,"",12267,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others,20%
Castelldefels,Spain,2020,2015-03-18				,2011			,"",60572,Municipal buildings equipment facilities; Transport; Others; Public lighting; Local electricity production; Residential buildings; Tertiary buildings equipment facilities,24%
Castellgalí,Spain,2020,2017-12-20				,2012			,"",1611,Residential buildings; Transport; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Public lighting; Others; Local electricity production,20%
Castelli Calepio,Italy,2020,2015-08-03				,2013			,"",10136,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others,20%
Castellnou del Bages,Spain,2020,2015-11-04				,2010			,"",1021,Local electricity production; Municipal buildings equipment facilities; Residential buildings; Others; Transport; Tertiary buildings equipment facilities; Public lighting,20%
Castello Cabiaglio,Italy,2020,2015-02-23				,2012			,"",548,Tertiary buildings equipment facilities; Industry; Local electricity production; Transport; Others; Local heat cold production; Public lighting; Municipal buildings equipment facilities; Residential buildings,20%
Castello d' Agogna,Italy,2020,2016-10-20				,2014			,"",1073,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Local heat cold production; Others,30%
Castello di Godego,Italy,2020,2018-09-29				,2016			,Treviso,7102,Others; Transport; Municipal buildings equipment facilities; Public lighting; Tertiary buildings equipment facilities; Residential buildings; Local electricity production,24%
Castello-Molina di Fiemme / Capriana / Valfloriana,Italy,2020,2017-04-24				,2014			,"",3409,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Public lighting; Local heat cold production; Others,40%
Castellolí,Spain,2020,2015-12-03				,2012			,"",556,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Public lighting; Others; Local heat cold production,23%
Castellterçol,Spain,2020,2015-11-04				,2013			,"",2376,Transport; Others; Public lighting; Municipal buildings equipment facilities; Residential buildings; Tertiary buildings equipment facilities; Local electricity production,22%
Castellucchio,Italy,2020,2017-01-23				,2014			,Mantova,5222,Residential buildings; Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Public lighting; Industry; Local heat cold production; Others,21%
Castelnuovo Rangone,Italy,2020,2017-02-16				,2010			,"",14196,Transport; Others; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Public lighting,20%
Castelvecchio Calvisio,Italy,2020,2015-12-07				,2015			,L'Aquila,158,Public lighting; Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Local heat cold production,23%
Castelvecchio Subequo,Italy,2020,2015-12-07				,2015			,L'Aquila,1027,Local electricity production; Tertiary buildings equipment facilities; Residential buildings; Local heat cold production,21%
Castelvisconti,Italy,2020,2015-02-23				,2013			,"",333,Tertiary buildings equipment facilities; Industry; Local heat cold production; Local electricity production; Public lighting; Others; Residential buildings; Transport; Municipal buildings equipment facilities,35%
Castiglione D'Adda,Italy,2020,2016-11-03				,2014			,"",4912,Local electricity production; Residential buildings; Transport; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Public lighting; Industry; Local heat cold production; Others,20%
Castiglione delle Stiviere,Italy,2020,2016-10-14				,2014			,Mantova,22082,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Industry; Local heat cold production; Others,20%
Castilblanco de los Arroyos,Spain,2020,2016-08-03				,2012			,"",5089,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Public lighting; Others,23%
Castilleja de Guzmán,Spain,2020,2016-08-04				,2011			,"",2512,Transport; Local electricity production; Municipal buildings equipment facilities; Others; Public lighting; Residential buildings,20%
Castilleja de la Cuesta,Spain,2020,2016-08-04				,2011			,"",17505,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Public lighting; Industry; Others,20%
Castilleja del Campo,Spain,2020,2016-08-04				,2012			,"",650,Transport; Municipal buildings equipment facilities; Residential buildings; Public lighting; Others,21%
Castilléjar,Spain,2020,2018-09-28				,2013			,"",1564,Others; Local electricity production; Transport; Industry; Public lighting; Residential buildings; Tertiary buildings equipment facilities; Municipal buildings equipment facilities,23%
Castione della Presolana,Italy,2020,2015-05-12				,2013			,"",3379,Others; Residential buildings; Public lighting; Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities,21%
Casto,Italy,2020,2018-12-09				,2012			,"",1913,Others; Local heat cold production; Local electricity production; Transport; Residential buildings; Tertiary buildings equipment facilities; Municipal buildings equipment facilities; Public lighting,38%
Castrezzato,Italy,2020,2017-05-03				,2014			,"",7159,Public lighting; Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Local heat cold production; Others,20%
Castril,Spain,2020,2016-11-25				,2012			,"",2451,Others; Local electricity production; Transport; Public lighting; Residential buildings; Municipal buildings equipment facilities,25%
Castro de Filabres,Spain,2020,2018-10-15				,2011			,"",163,Others; Transport; Municipal buildings equipment facilities; Public lighting; Residential buildings,26%
Catral,Spain,2020;2030;ADAPT,2016-07-26				,2013			,Alicante / Alacant,8631,Transport; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting,26%
Cava de' Tirreni,Italy,2020,2015-11-12				,2013			,Salerno,53500,Tertiary buildings equipment facilities; Others; Transport; Local heat cold production; Local electricity production; Residential buildings; Public lighting; Municipal buildings equipment facilities,23%
Cavalese,Italy,2020,2017-05-16				,2013			,"",4021,Transport; Local electricity production; Municipal buildings equipment facilities; Residential buildings; Public lighting; Others; Local heat cold production,52%
Cavallino Treporti,Italy,2020,2017-07-21				,2015			,"",13800,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Others,20%
Cave,Italy,2020,2014-11-24				,2012			,"",10606,Public lighting; Others; Industry; Residential buildings; Municipal buildings equipment facilities; Transport,22%
Cavenago Brianza,Italy,2020,2016-03-23				,2012			,"",6116,Transport; Local electricity production; Municipal buildings equipment facilities; Tertiary buildings equipment facilities; Residential buildings; Public lighting; Local heat cold production; Others,25%
