,organization,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,most_prevalent_topic,entity_type,coordinator,city,country,constituency
327,Edison Electric Institute,9.076122296391986e-06,2.2295876078715082e-06,2.2754045403416967e-06,0.05514197796583176,0.020357852801680565,3.2820214528328506e-06,4.7064975660759956e-05,0.37997594475746155,0.011349755339324474,0.003780476748943329,5.0054368330165744e-05,9.329329259344377e-06,0.17154860496520996,0.22917789220809937,0.02665308117866516,0.03398793563246727,2.2115493720775703e-06,0.06790095567703247,8,Non-governmental organizations,Mr. Eric Holdsworth,Washington,United States of America,Constituency - Business and Industry
328,Electric Power Research Institute,2.661258440639358e-05,6.537493391078897e-06,6.671835762972478e-06,0.08284053206443787,5.087257886771113e-05,9.623391633795109e-06,0.00013799210137221962,0.35235103964805603,0.17737875878810883,0.0002744736266322434,0.00014674330304842442,2.7355026759323664e-05,0.25295722484588623,0.08038315176963806,0.05258423462510109,0.0006698050419799984,6.484603090939345e-06,0.0001419028703821823,8,Non-governmental organizations,Mr. Tom Wilson,Palo Alto,United States of America,Constituency - Research and independent
329,Emory University,4.542792794381967e-06,1.11595613816462e-06,1.1388884786356357e-06,0.4175417125225067,8.683995474711992e-06,1.6427218270109734e-06,2.3555023290100507e-05,0.010740605182945728,0.3519316613674164,4.704088132712059e-05,2.50518733082572e-05,4.66952860733727e-06,9.77963863988407e-05,0.1936025619506836,9.50218818616122e-05,0.023541703820228577,1.1069276979469578e-06,0.0023304023779928684,4,Non-governmental organizations,Ms. Stefanie Ebelt Sarnat,Atlanta,United States of America,Constituency - Research and independent
330,Energies 2050,7.338601335504791e-06,1.8027583337243414e-06,1.8398040992906317e-06,0.0034005658235400915,1.402845919074025e-05,2.6537156827544095e-06,3.805084998020902e-05,0.07979470491409302,0.004699899815022945,0.04871176928281784,4.0467435610480607e-05,7.543334959336789e-06,0.021983928978443146,0.1792760044336319,0.4177405834197998,0.24345935881137848,1.7881733356261975e-06,0.0008176585542969406,15,Non-governmental organizations,Mr. Stéphane Jacques Henri Pouffary,Biot,France,Constituency - Environmental
331,Energy Research Centre of the Netherlands,5.938247340964153e-06,1.4587553778255824e-06,1.4887322095091804e-06,0.0001099445071304217,1.1351545254001394e-05,2.1473329070431646e-06,3.0792820325586945e-05,0.3038736581802368,0.0713348239660263,6.172293069539592e-05,3.274465416325256e-05,6.103913619881496e-06,0.08215471357107162,0.082925945520401,0.303111732006073,0.1563023328781128,1.4469536608885392e-06,3.1664472771808505e-05,8,Non-governmental organizations,Mr. Paul van Tilburg,Petten,Netherlands,Constituency - Research and independent
332,Energy and Climate Intelligence Unit Limited,9.00910163181834e-06,2.2131237074063392e-06,2.258602307847468e-06,0.0761810764670372,1.722178603813518e-05,3.2577861475147074e-06,4.671670831157826e-05,0.14354752004146576,0.04685317724943161,9.339895041193813e-05,0.07330610603094101,9.260439583158586e-06,0.11783796548843384,0.3078269064426422,0.2313576340675354,0.0028560359496623278,2.1952189399598865e-06,4.803926276508719e-05,14,Non-governmental organizations,Mr. George Smeeton,London,United Kingdom of Great Britain and Northern Ireland,Constituency - Environmental
333,Energy and Climate Policy Institute for Just Transition,7.032661869743606e-06,1.7276030348511995e-06,1.7631044784138794e-06,0.030393458902835846,1.3443625903164502e-05,2.5430847472307505e-06,0.0016976085025817156,0.12081901729106903,0.0030563967302441597,0.020260686054825783,0.022663531824946404,7.228860340546817e-06,0.003669789293780923,0.36248278617858887,0.4154435992240906,0.007369259372353554,1.7136261476480286e-06,0.012108477763831615,15,Non-governmental organizations,Mr. Jin-Woo Lee,Seoul,Republic of Korea,Constituency - Environmental CJN
334,Energypedia UG,6.9521411205641925e-06,1.7078227756428532e-06,1.7429176750738407e-06,0.00012425956083461642,1.3289703019836452e-05,2.513967729100841e-06,3.6048266338184476e-05,0.2931533455848694,0.0004571023746393621,0.1722356379032135,0.05290393903851509,7.146093594201375e-06,0.03533134236931801,0.19349512457847595,0.23483453691005707,0.01735655963420868,1.6940059595071943e-06,3.706986171891913e-05,8,Non-governmental organizations,Ms. Johanna Hartmann,Eschborn,Germany,Constituency - Research and independent
335,Environment-People-Law,4.5644837882719e-06,1.121284640248632e-06,1.1443264611443738e-06,0.006359835620969534,8.725460247660521e-06,1.6505655366927385e-06,0.0481906533241272,0.01123769674450159,0.001700719934888184,0.15716592967510223,0.0016794477123767138,0.0016986173577606678,0.000933739123865962,0.25134947896003723,0.13845154643058777,0.38118964433670044,1.1122131127194734e-06,2.4338662115042098e-05,16,Non-governmental organizations,Ms. Olena Kravchenko,Lviv,Ukraine,Constituency - Environmental CAN
336,Environmental Defence Canada Inc.,4.538733264780603e-06,1.1149589909109636e-06,1.1378708677511895e-06,0.12108073383569717,8.676236575411167e-06,1.6412539025623119e-06,2.353552008571569e-05,0.1499563455581665,0.03441423922777176,0.0010084582027047873,2.5030092729139142e-05,0.02570018358528614,0.0413438118994236,0.5965924859046936,0.02970062382519245,0.00011217222345294431,1.1059386224587797e-06,2.4201150154112838e-05,14,Non-governmental organizations,Mr. Dale Marshall,Toronto,Canada,Constituency - Environmental
337,Environmental Defense Fund,5.834114745084662e-06,1.4331748161566793e-06,1.4626258462158148e-06,0.06922242790460587,1.1152485058119055e-05,2.1096773252793355e-06,3.0253702789195813e-05,0.15798774361610413,0.026657598093152046,6.058039434719831e-05,3.217440462321974e-05,5.996876097924542e-06,0.00039654585998505354,0.6909546852111816,0.04118539020419121,0.0030445228330790997,1.4215800092642894e-06,0.010398631915450096,14,Non-governmental organizations,Mr. Alex George Hanafi,Washington,United States of America,Constituency - Environmental CAN
338,Environmental Law Institute,6.55458779874607e-06,1.6101620303743402e-06,1.6432501297458657e-06,0.00011440976231824607,1.2529740160971414e-05,2.3702079943177523e-06,3.398781336727552e-05,7.507282862206921e-05,0.25240787863731384,0.005493268836289644,3.614439265220426e-05,6.73744852974778e-06,0.03033158928155899,0.372203528881073,0.3304620087146759,0.008774125948548317,1.5971353377608466e-06,3.494713382679038e-05,14,Non-governmental organizations,Mr. Meinhard Doelle,Halifax,Canada,Constituency - Research and independent
339,Environmental Law Research Institute LTD/GTE,2.0659274014178663e-05,5.075037734059151e-06,5.1793272177746985e-06,0.023113559931516647,3.94922390114516e-05,7.470611308235675e-06,0.05943701043725014,0.027109183371067047,0.06993088126182556,0.03721854090690613,0.00011392891610739753,2.1235629901639186e-05,0.00044718169374391437,0.5101906061172485,0.1387798935174942,0.0005400496302172542,5.033979050494963e-06,0.13301505148410797,14,Non-governmental organizations,,Ikoyi,Nigeria,Constituency - Environmental
340,Environmental Management for Livelihood Improvement Bwaise Facility,8.834734217089135e-06,2.1702896901842905e-06,2.2148881271277787e-06,0.003164319321513176,1.6888465324882418e-05,3.19473338095122e-06,0.00881233625113964,0.0033876372035592794,0.03235112130641937,0.14273422956466675,0.004241272807121277,0.0005171431694179773,0.0003021678130608052,0.36840271949768066,0.41919270157814026,0.014097205363214016,2.1527314402192133e-06,0.0027617516461759806,15,Non-governmental organizations,Mr. Robert Bakiika,Kampala,Uganda,Constituency - Environmental CAN
341,Environmental Quality Protection Foundation,7.888425898272544e-06,1.9378251181478845e-06,1.9776464341703104e-06,0.024743717163801193,1.5079503100423608e-05,2.852538045772235e-06,0.08289575576782227,0.03059399500489235,0.011114176362752914,0.03666353598237038,4.3508738599484786e-05,8.108499059744645e-06,0.003471188247203827,0.6368658542633057,0.12193341553211212,0.05159294605255127,1.922147475852398e-06,4.2060408304678276e-05,14,Non-governmental organizations,Mr. Ying-Shih Hsieh,Taipei,China,Constituency - Environmental
342,Environmental and Energy Study Institute,5.58584179088939e-06,1.3721855793846771e-06,1.4003833257447695e-06,0.054972194135189056,1.0677887075871695e-05,2.0198995116516016e-06,0.002762126037850976,0.32519444823265076,0.09219963848590851,5.775295721832663e-05,3.080111855524592e-05,5.741676886827918e-06,0.05805516242980957,0.33561083674430847,0.13092897832393646,0.00013011906412430108,1.361084173367999e-06,2.9784509024466388e-05,14,Non-governmental organizations,Ms. Anna Elizabeth McGinn,Washington DC,United States of America,Constituency - Environmental CAN
343,Environnement Jeunesse,3.3846890801214613e-06,8.314630690620106e-07,8.485492912768677e-07,0.015228047966957092,6.470166681538103e-06,1.2239391935509047e-06,0.032123077660799026,3.89061970054172e-05,0.06772921979427338,0.11260440945625305,0.0014320352347567677,3.479115548543632e-06,7.328171341214329e-05,0.21160888671875,0.22342373430728912,0.3357032537460327,8.247362757174415e-07,1.804658859327901e-05,16,Non-governmental organizations,Mme Catherine Gauthier,Montréal,Canada,Constituency - Environmental CAN
344,Environnement et Developpement du Tiers-Monde,0.007826270535588264,2.2063309188524727e-06,2.2516699118568795e-06,0.02079610899090767,1.7168926206068136e-05,3.2477869353897404e-06,0.05314774438738823,0.00010353250399930403,0.007156407460570335,0.24786995351314545,0.060308150947093964,9.232016054738779e-06,0.13290734589099884,0.14201046526432037,0.15391063690185547,0.17387917637825012,2.1884809484618017e-06,4.788727528648451e-05,10,Non-governmental organizations,Mr. Libasse Ba,Dakar,Senegal,Constituency - Environmental CAN
345,Equiterre,2.1409456167020835e-05,5.259322733763838e-06,5.367399353417568e-06,0.11518196761608124,4.092628296348266e-05,7.741885383438785e-06,0.06667601317167282,0.08049239218235016,0.00048205922939814627,0.00022176232596393675,0.00011805731628555804,2.2006741346558556e-05,0.2156008630990982,0.2971735894680023,0.015560969710350037,0.20827028155326843,5.216773388383444e-06,0.00011415137123549357,14,Non-governmental organizations,Ms. Alice Feuillet,Montréal,Canada,Constituency - Environmental CAN
346,Euro Chambres,0.0031874901615083218,3.308738087071106e-06,3.376731001480948e-06,0.00023336995218414813,2.57474875979824e-05,4.87056422571186e-06,6.98519143043086e-05,0.00015664935926906765,0.008106418885290623,0.0069178189150989056,0.01211574487388134,1.3844850400346331e-05,0.529822826385498,0.06559639424085617,0.08710816502571106,0.0759267583489418,3.2819691568874987e-06,0.21070410311222076,13,Non-governmental organizations,Mr. Clemens Andreas Rosenmayr,Brussels,Belgium,Constituency - Business and Industry
347,Euro-Mediterranean Center on Climate Change,1.0064494745165575e-05,2.472385631335783e-06,2.523191824366222e-06,0.00017299922183156013,0.10193800926208496,3.6394276321516372e-06,0.011863620951771736,0.031195232644677162,0.04244014620780945,0.009999691508710384,5.549674460780807e-05,1.0345275768486317e-05,0.10954773426055908,0.12757547199726105,0.3944731652736664,0.17065328359603882,2.452383114359691e-06,5.366350887925364e-05,15,Non-governmental organizations,Ms. Lorella Reda,Lecce,Italy,Constituency - Research and independent
348,European Association of Environmental and Resource Economists,0.00010564948752289638,2.5953240765375085e-05,2.648656845849473e-05,0.0017518954118713737,0.00020195941033307463,3.8203968870220706e-05,0.0005478122620843351,0.001221952261403203,0.07278426736593246,0.05416831374168396,0.0005825357511639595,0.00010859691974474117,0.40504661202430725,0.1524505317211151,0.05890322104096413,0.16555282473564148,2.574327118054498e-05,0.08645742386579514,13,Non-governmental organizations,Ms. Monica Eberle,Marghera-Venice,Italy,Constituency - Environmental
349,European Bank for Reconstruction and Development,0.006611797027289867,1.5415984080391354e-06,1.5732775864307769e-06,0.0130620077252388,1.1996201465080958e-05,2.2692804577673087e-06,3.254006151109934e-05,0.0331600047647953,0.007477127946913242,0.007590930908918381,0.163331538438797,6.450556156778475e-06,0.10353674739599228,0.21493792533874512,0.13341444730758667,0.0783008337020874,1.5291263935068855e-06,0.23851872980594635,18,Intergovernmental organizations,Ms. Beatriz De Lorenzi,London,United Kingdom of Great Britain and Northern Ireland,
350,European Business Council for Sustainable Energy,1.3213905731390696e-05,3.2460516194987576e-06,3.3127562346635386e-06,0.00023353092547040433,0.006681978702545166,4.77828780276468e-06,6.852654769318178e-05,0.0581844337284565,0.0002814319741446525,0.06939303129911423,0.08700138330459595,1.3582549399870913e-05,0.2809228003025055,0.01209250558167696,0.30899447202682495,0.045149609446525574,3.2197899599850643e-06,0.13095496594905853,15,Non-governmental organizations,Mr. Kolja Kuse,Muenchen,Germany,Constituency - Business and Industry
351,European Chemical Industry Council,3.6655842450272758e-06,9.004662047118472e-07,9.189703860101872e-07,0.0024288673885166645,7.007125532254577e-06,1.3255139492684975e-06,1.900691131595522e-05,0.21737150847911835,0.000804391223937273,0.0005764639936387539,2.021256113948766e-05,0.04886392876505852,0.099867083132267,0.1670975238084793,0.22085630893707275,0.050916850566864014,8.931811521506461e-07,0.19116313755512238,15,Non-governmental organizations,Mr. Peter Botschek,Brussels,Belgium,Constituency - Business and Industry
352,European Climate Foundation,2.31572976190364e-05,5.6886874517658725e-06,5.805587534268852e-06,0.00039055588422343135,0.016182916238904,8.373923265025951e-06,0.00012007710029138252,0.10697497427463531,0.008337932638823986,0.007619596552103758,0.00012769481691066176,2.3803344447514974e-05,0.13339479267597198,0.25383734703063965,0.3589625060558319,0.11385565996170044,5.642664291372057e-06,0.0001234795490745455,15,Non-governmental organizations,Mr. Jorge Aguado Sánchez,The Hague,Netherlands,Constituency - Environmental
353,European Federation for Transport and Environment,8.291076483146753e-06,2.0367378965602256e-06,2.078591933241114e-06,0.0006516347639262676,1.584920937602874e-05,2.998140644194791e-06,4.299671127228066e-05,0.3060610890388489,0.00016921658243518323,0.003444415284320712,4.57190144516062e-05,8.522382813680451e-06,0.2293967306613922,0.1328902542591095,0.17960339784622192,0.14760851860046387,2.020259898927179e-06,4.420894038048573e-05,8,Non-governmental organizations,Mr. Jeppe Juul,Brussels,Belgium,
354,European Forest Institute,1.587954284332227e-05,3.900876436091494e-06,3.981037480116356e-06,0.00029633642407134175,3.035530971828848e-05,5.742209850723157e-06,0.20665369927883148,0.013839116320014,0.033306874334812164,0.000164428012794815,0.004215551074594259,1.6322552255587652e-05,0.30469435453414917,0.06408293545246124,0.2414202094078064,0.12193566560745239,3.869316969939973e-06,0.009310737252235413,13,Intergovernmental organizations,Mr. Jerker Brolén,Joensuu,Finland,
355,European Investment Bank,4.138243639317807e-06,1.0165770163439447e-06,1.037467200148967e-06,0.00971812754869461,0.007392002735286951,1.4964325600885786e-06,2.1457863113027997e-05,0.013188207522034645,0.010052104480564594,0.013620736077427864,0.07615124434232712,4.253693077771459e-06,0.03236272186040878,0.22584637999534607,0.10429167747497559,0.16751480102539062,1.0083525694426498e-06,0.33982759714126587,18,Intergovernmental organizations,Mr. Ambroise Fayolle,Luxembourg,Luxembourg,
