,name,entity_type,constituency,coordinator,city,country,remarks,const
572,Freiburg Institute of Forest Sciences,Non-governmental organizations,Constituency - Research and independent,Ms. Sabine Reinecke,Freiburg,Germany,,RINGO
573,Freie Universität Berlin,Non-governmental organizations,Constituency - Research and independent,Mr. Stephan Pfahl,Berlin,Germany,,RINGO
574,Fresh Energy,Non-governmental organizations,Constituency - Environmental,Ms. Janet Drake Hamilton,Saint Paul,United States of America,,ENGO
575,Friedrich Schiller University Jena,Non-governmental organizations,Constituency - Research and independent,Mr. Martin Herold,Jena,Germany,,RINGO
576,Friedrich-Ebert-Stiftung e.V.,Non-governmental organizations,Constituency - Research and independent,Ms. Yvonne Blos,Berlin,Germany,,RINGO
577,Friends of the Earth International,Non-governmental organizations,Constituency - Environmental CJN,Ms. Sara Shaw,Amsterdam,Netherlands,,ENGO
578,Friends World Committee for Consultation,Non-governmental organizations,Constituency - Research and independent,,London,United Kingdom of Great Britain and Northern Ireland,,RINGO
579,Friendship,Non-governmental organizations,Constituency - Local government and Municipal authorities,Ms. Lan Deng,Beijing,China,,LGMA
580,Fundação Getúlio Vargas,Non-governmental organizations,Constituency - Research and independent,Mr. Mario Prestes Monzoni,Sao Paulo,Brazil,,RINGO
581,Fundación Agreste,Non-governmental organizations,Constituency - Environmental,Ms. Griselda Marrero Duarte,Buenos Aires,Argentina,,ENGO
582,Fundación Ambiente y Recursos Naturales,Non-governmental organizations,Constituency - Environmental,Mr. Enrique Gabriel Maurtua Konstantinidis,Buenos Aires,Argentina,,ENGO
583,Fundación Amigos de la Naturaleza,Non-governmental organizations,Constituency - Research and independent,Ms. Natalia Calderon Angeleri,Santa Cruz,Bolivia (Plurinational State of),,RINGO
584,Fundación Avina,Non-governmental organizations,Constituency - Environmental,,"Panama City,",Panama,,ENGO
585,Fundación Biosfera,Non-governmental organizations,Constituency - Environmental CAN,Mr. Horacio Pablo de Belaustegui,La Plata,Argentina,,ENGO
586,Fundación de Iniciativas de Cambio Climático,Non-governmental organizations,Constituency - Environmental CAN,Sra. Suyapa Concepción Zelaya Amaya,Tegucigalpa,Honduras,,ENGO
587,Fundación Defensores de la Naturaleza,Non-governmental organizations,Constituency - Environmental,Mr. Oswaldo Javier Marquez Barrientos,Guatemala,Guatemala,,ENGO
588,Fundación Ecología y Desarrollo,Non-governmental organizations,Constituency - Environmental,Sra. Christina Monge Lasierra,Zaragoza,Spain,,ENGO
589,Fundación Fondo Centroamericano de Mujeres,Non-governmental organizations,Constituency - Women and Gender,Ms. Claudia Samcam,Managua,Nicaragua,,Women and Gender
590,Fundación Futuro Latinoamericano,Non-governmental organizations,Constituency - Environmental,Ms. Paola Zavala,Quito,Ecuador,,ENGO
591,Fundación Natura,Non-governmental organizations,Constituency - Environmental,Ms. Lorena Franco,Bogotá,Colombia,,ENGO
592,Fundación para la Promoción del Conocimiento Indígena,Non-governmental organizations,Constituency - Indigenous peoples,Mr. Onel Masardule,Panamá,Panama,,IPO
593,Fundación PLENITUD,Non-governmental organizations,Constituency - Research and independent,Ms. Laura Rathe,Santa Domingo,Dominican Republic,,RINGO
594,Fundación Privada Empresa y Clima,Non-governmental organizations,Constituency - Business and Industry,Sra. Elvira Carles Brescoli,Barcelona,Spain,,BINGO
595,Fundación Programa Salvadoreño de Investigación sobre Desarrollo y Medio Ambiente,Non-governmental organizations,Constituency - Indigenous peoples,Mr. Nelson Cuellar,San Salvador,El Salvador,,IPO
596,"Fundación Red Colombiana Para la Defensa de los Derechos Humanos, el Medio Ambiente y la Paz",Non-governmental organizations,Constituency - Youth,Mr. Jean Carlos Jimenez Fuentes,Santa Marta,Colombia,,Youth
597,Fundación Sustentabilidad sin Fronteras,Non-governmental organizations,Constituency - Environmental,Sra. Nasha Ayelen Cuello,Lanús,Argentina,,ENGO
598,Fundación TierraVida,Non-governmental organizations,Constituency - Environmental,Ms. Marina Mansilla Hermann,Córdoba,Argentina,,ENGO
599,Future Earth International,Non-governmental organizations,Constituency - Research and independent,Mr. Clément Brousse,Montreal,Canada,,RINGO
600,Future Leaders Network,Non-governmental organizations,Constituency - Youth,Ms. Sophie Daud,London,United Kingdom of Great Britain and Northern Ireland,,Youth
601,Gaia Education,Non-governmental organizations,Constituency - Environmental,Mr. Timothy Ramshaw Clarke,Forres,United Kingdom of Great Britain and Northern Ireland,,ENGO
602,Gana Unnayan Kendra,Non-governmental organizations,Constituency - Women and Gender,Mr. M Abdus Salam,Gaibandha,Bangladesh,,Women and Gender
603,GenderCC - Women for Climate Justice e.V.,Non-governmental organizations,Constituency - Women and Gender,Ms. Gotelind Alber,Berlin,Germany,,Women and Gender
604,Generation Atomic,Non-governmental organizations,Constituency - Environmental,Mr. Eric Meyer,St Paul,United States of America,,ENGO
605,Geology for Global Development,Non-governmental organizations,Constituency - Environmental,Mr. Joel Gill,Shepshed,United Kingdom of Great Britain and Northern Ireland,,ENGO
606,Georgetown University,Non-governmental organizations,Constituency - Research and independent,Ms. Joanna Lewis,Washington,United States of America,,RINGO
607,German Climate Association,Non-governmental organizations,Constituency - Research and independent,Ms. Marie-Luise Beck,Berlin,Germany,,RINGO
608,German Committee for Disaster Reduction,Non-governmental organizations,Constituency - Research and independent,Mr. Benni Thiebes,Bonn,Germany,,RINGO
609,German Emissions Trading Association,Non-governmental organizations,Constituency - Business and Industry,Mr. Robert Tippmann,Berlin,Germany,,BINGO
610,German Federal Environmental Foundation,Non-governmental organizations,Constituency - Environmental,Mr. Markus Grosse-Ophoff,Osnabrueck,Germany,,ENGO
611,German Institute for Development Evaluation,Non-governmental organizations,Constituency - Research and independent,Ms. Sylvia Vogt,Bonn,Germany,,RINGO
612,German Institute for Economic Research,Non-governmental organizations,Constituency - Research and independent,Ms. Olga Zhylenko,Berlin,Germany,,RINGO
613,Germanwatch,Non-governmental organizations,Constituency - Environmental CAN,Ms. Katharina Anita Hierl,Bonn,Germany,,ENGO
614,Gherush92 Committee for Human Rights,Non-governmental organizations,Constituency - Research and independent,Ms. Valentina Jappelli,Rome,Italy,,RINGO
615,Giving Life Nature Volunteer,Non-governmental organizations,Constituency - Environmental,Mr. Eric Komla Amedjakou,Accra,Ghana,,ENGO
616,Glasgow Caledonian University,Non-governmental organizations,Constituency - Research and independent,Ms. Tahseen Jafry,Glasgow,United Kingdom of Great Britain and Northern Ireland,,RINGO
617,Global Alert for Defence of Youth and the Less Privileged,Non-governmental organizations,Constituency - Youth,Mr. Kennedy Christian Ezedinbu,Festac Town,Nigeria,,Youth
618,"Global Alliance for Incinerator Alternatives Philippines, Inc.",Non-governmental organizations,Constituency - Environmental CAN,Ms. Maria Elena Vilella Casaus,Quezon City,Philippines,,ENGO
619,Global Canopy,Non-governmental organizations,Constituency - Environmental,Ms. Zuzana Majcova,Oxford,United Kingdom of Great Britain and Northern Ireland,,ENGO
620,Global Carbon Capture and Storage Institute Ltd,Non-governmental organizations,Constituency - Business and Industry,Ms. Guloren Turan,Canberra,Australia,,BINGO
621,Global Cement and Concrete Association,Non-governmental organizations,Constituency - Business and Industry,Mme Andrea Stone,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
622,Global Challenges Foundation,Non-governmental organizations,Constituency - Environmental,Ms. Pamilla Andreasson,Stockholm,Sweden,,ENGO
623,"Global Climate and Health Alliance, a project of the Social Good Fund",Non-governmental organizations,,Ms. Jennifer Miller,Richmond,United States of America,,not yet affiliated/no data
624,Global Commons Institute,Non-governmental organizations,Constituency - Environmental,Mr. Aubrey Meyer,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
625,Global Council for Science and the Environment,Non-governmental organizations,Constituency - Research and independent,Ms. Michelle Wyman,Washington,United States of America,,RINGO
626,"Global Dairy Platform, Inc",Non-governmental organizations,Constituency - Business and Industry,Mr. Donald Moore,Rosemont,United States of America,,BINGO
627,Global Ecovillage Network,Non-governmental organizations,Constituency - Environmental,Ms. Anna. Kovasna,Forres,United Kingdom of Great Britain and Northern Ireland,,ENGO
628,Global Environment Centre,Non-governmental organizations,Constituency - Environmental CAN,Mr. Faizal Parish,Selangor,Malaysia,,ENGO
629,Global Environment Centre Foundation,Non-governmental organizations,Constituency - Research and independent,Mr. Osamu Bannai,Osaka,Japan,,RINGO
630,Global Environmental Institute,Non-governmental organizations,Constituency - Environmental,Ms. Lin Ji,Beijing,China,,ENGO
631,Global Ethical Finance Initiative Limited,Non-governmental organizations,Constituency - Business and Industry,Mr. Matthew Gledhill,Glasgow,United Kingdom of Great Britain and Northern Ireland,,BINGO
632,Global Feedback Ltd,Non-governmental organizations,Constituency - Environmental,Ms. Megan Joann Romania,Hackney,United Kingdom of Great Britain and Northern Ireland,,ENGO
633,Global Fellowship,Non-governmental organizations,Constituency - Youth,Mr. William Stevenson,Hemel Hempstead,United Kingdom of Great Britain and Northern Ireland,,Youth
634,Global Forest Coalition,Non-governmental organizations,Constituency - Environmental,Ms. Aukje Simone Lovera-Bilderbeek,Amsterdam,Netherlands,,ENGO
635,Global Green Environmental Network,Non-governmental organizations,Constituency - Environmental,Mr. Kweku Amankwah,Tema,Ghana,,ENGO
636,"Global Greengrants Fund, Inc.",Non-governmental organizations,Constituency - Environmental,Ms. Colleen Keane,Boulder,United States of America,,ENGO
637,Global Greens (Verts Mondiaux),Non-governmental organizations,Constituency - Environmental,Mr. Bob Convenor,Brussels,Belgium,,ENGO
638,Global Justice Now,Non-governmental organizations,Constituency - Environmental CJN,Ms. Dorothy Grace Guerrero,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
639,Global Legislators Organisation for a Balanced Environment,Non-governmental organizations,Constituency - Environmental,Mr. Rafael Jiménez-Aybar,Brussels,Belgium,,ENGO
640,Global Marshall Plan Foundation,Non-governmental organizations,Constituency - Research and independent,Mr. Frithjof Michael Finkbeiner,Hamburg,Germany,,RINGO
641,Global Network of Civil Society Organisations for Disaster Reduction,Non-governmental organizations,,Ms. Valeria Drigo,Teddington,United Kingdom of Great Britain and Northern Ireland,,not yet affiliated/no data
642,Global Ocean Trust,Non-governmental organizations,Constituency - Environmental,Mr. Philip Fieldhouse,Pentwater,United States of America,,ENGO
643,Global Off-Grid Lighting Association,Non-governmental organizations,Constituency - Business and Industry,Mr. Sascha Brandt,Utrecht,Netherlands,,BINGO
644,Global Peace Initiative of Women,Non-governmental organizations,Constituency - Environmental,Ms. Marianne Marstrand,New York,United States of America,,ENGO
645,Global Public Policy Institute,Non-governmental organizations,Constituency - Research and independent,Ms. Charlotte Streck,Berlin,Germany,,RINGO
646,Global Sustainable Electricity Partnership,Non-governmental organizations,Constituency - Business and Industry,Ms. Isabelle Mégré,Montreal,Canada,,BINGO
647,Global Warming Mitigation Project,Non-governmental organizations,Constituency - Environmental,Ms. Barbara D'Autrechy,Aspen,United States of America,,ENGO
648,Global Wellbeing Institute,Non-governmental organizations,Constituency - Environmental,Ms. Juliana Essen,Laguna Beach,United States of America,,ENGO
649,Global Wind Energy Council,Non-governmental organizations,Constituency - Business and Industry,,Brussels,Belgium,,BINGO
650,Global Witness,Non-governmental organizations,Constituency - Environmental CAN,Ms. Seema Joshi,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
651,Global Young Greens,Non-governmental organizations,Constituency - Youth,Mr. Ali Khademolhosseini,Brussels,Belgium,,Youth
652,"Global Youth Development Institute, Inc.",Non-governmental organizations,Constituency - Research and independent,Mr. Timothy Damon,Alliance,United States of America,,RINGO
653,GlobalChoices.org,Non-governmental organizations,Constituency - Environmental,Ms. Inge Relph,Carbondale,United States of America,,ENGO
654,Gordon E. and Betty I. Moore Foundation,Non-governmental organizations,Constituency - Environmental,Ms. Katherine Geesey,Palo Alto,United States of America,,ENGO
655,Grace Richardson Fund,Non-governmental organizations,Constituency - Research and independent,Ms. Elizabeth Halliday,Greensboro,United States of America,,RINGO
