,name,entity_type,constituency,coordinator,city,country,remarks,const
1009,Vasudha Foundation,Non-governmental organizations,Constituency - Environmental CAN,Mr. Srinivas Krishnaswamy,New Delhi,India,,ENGO
1010,Verified Carbon Standard Association,Non-governmental organizations,,Mr. David Antonioli,Washington DC,United States of America,completed manually,not yet affiliated/no data
1011,Vermont Law School,Non-governmental organizations,Constituency - Research and independent,Ms. Sarah Marie Mooney Reiter,South Royalton,United States of America,,RINGO
1012,Victoria University Wellington,Non-governmental organizations,Constituency - Research and independent,Mr. Jonathan George Boston,Wellington,New Zealand,,RINGO
1013,Vikalp,Non-governmental organizations,Constituency - Indigenous peoples,Mr. Himanshu Banker,,India,,IPO
1014,Village Reconstruction and Development Project,Non-governmental organizations,Constituency - Environmental,Mr. Renganathan Arumugam,Salem,India,,ENGO
1015,Viracao Educommunication,Non-governmental organizations,Constituency - Youth,Mr. Rafael Alves da Silva,Sao Paulo,Brazil,,Youth
1016,Vivre en Ville,Non-governmental organizations,Constituency - Local government and Municipal authorities,Mme Claudia Bennicelli,Québec,Canada,,LGMA
1017,Washington University,Non-governmental organizations,Constituency - ENGO,Ms. Meghan Chapple,Washington,United States of America,,ENGO
1018,Wayne State University,Non-governmental organizations,Constituency - Research and independent,Ms. Shannon Kathryn Orr,Detroit,United States of America,,RINGO
1019,Welthungerhilfe,Non-governmental organizations,Constituency - Environmental CAN,Mr. Michael Kuehn,Bonn,Germany,,ENGO
1020,Wetlands International,Non-governmental organizations,Constituency - Environmental CAN,Ms. Leorita Appulo,Wageningen,Netherlands,,ENGO
1021,Widener University,Non-governmental organizations,Constituency - Research and independent,Mr. John Charles Dernbach,Harrisburg,United States of America,,RINGO
1022,Wildlife Conservation Society,Non-governmental organizations,Constituency - Environmental,Mr. Todd Stevens,Bronx,United States of America,,ENGO
1023,William J. Clinton Foundation,Non-governmental organizations,,Mr. Bill Clinton,New York,United States of America,completed manually,not yet affiliated/no data
1024,Windfall Energy Project,Non-governmental organizations,Constituency - Environmental,Mr. Brent Kopperson,Aurora,Canada,,ENGO
1025,Winrock International,Non-governmental organizations,Constituency - Environmental CAN,Ms. Mary Grady,Little Rock,United States of America,,ENGO
1026,Women Environmental Programme,Non-governmental organizations,Constituency - Women and Gender,Ms. Priscilla Mbarumun Achakpa,Abuja,Nigeria,,Women and Gender
1027,Women in Europe for a Common Future,Non-governmental organizations,,,Utrecht,Netherlands,completed manually,not yet affiliated/no data
1028,Women Organizing for Change in Agriculture and Natural Resource Management,Non-governmental organizations,Constituency - Women and Gender,Ms. Jeannette Gurung,Washington,United States of America,,Women and Gender
1029,Women's Earth and Climate Caucus,Non-governmental organizations,,,San Francisco,United States of America,completed manually,not yet affiliated/no data
1030,Women's Environment and Development Organization,Non-governmental organizations,Constituency - Women and Gender,Ms. Bridget Burns,New York,United States of America,,Women and Gender
1031,Woods Hole Oceanographic Institution,Non-governmental organizations,Constituency - Research and independent,Ms. Judith L. Fenwick,Woods Hole,United States of America,,RINGO
1032,Work and Environment Association,Non-governmental organizations,Constituency - Environmental,Ms. Daniela Renoldi,S. San Giovanni,Italy,,ENGO
1033,World Alliance of Young Men's Christian Associations,Non-governmental organizations,Constituency - Youth,Mr. Razvan Sassu,Vernier,Switzerland,,Youth
1034,World Association of Girl Guides and Girl Scouts,Non-governmental organizations,Constituency - Youth,Ms. Germaine Umuraza,London,United Kingdom of Great Britain and Northern Ireland,,Youth
1035,World Bioenergy Association,Non-governmental organizations,Constituency - Business and Industry,Mr. Bhardwaj Kummamuru Venkata,Stockholm,Sweden,,BINGO
1036,World Business Council for Sustainable Development,Non-governmental organizations,Constituency - Business and Industry,Mr. Karl Vella,Geneva,Switzerland,,BINGO
1037,World Coal Association,Non-governmental organizations,Constituency - Business and Industry,Mr. Liam McHugh,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
1038,World Conference of Religions for Peace,Non-governmental organizations,Constituency - ENGO,Ms. Deepika Singh,New York,United States of America,,ENGO
1039,World Council of Churches,Non-governmental organizations,Constituency - Environmental CAN,Mr. Per Henrik Gunnar Grape,Geneva 2,Switzerland,,ENGO
1040,World Economic Forum,Non-governmental organizations,Constituency - Business and Industry,Ms. Kija Kummer-Brown,Cologny,Switzerland,,BINGO
1041,World Energy Council,Non-governmental organizations,Constituency - Business and Industry,Ms. Sandra Winkler,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
1042,World Farmers' Organisation,Non-governmental organizations,Constituency - Farmers,Ms. Ceris Jones,Rome,Italy,,Farmers
1043,World Federation of Engineering Organizations,Non-governmental organizations,Constituency - ENGO,Mr. Davide Stronati,Paris,France,,ENGO
1044,World Federation of United Nations Associations,Non-governmental organizations,Constituency - Research and independent,Mr. Bonian Golmohammadi,New York,United States of America,,RINGO
1045,World Future Council,Non-governmental organizations,Constituency - Research and independent,Ms. Anna Sophie Skowron,Hamburg,Germany,,RINGO
1046,"World Green Building Council, Inc.",Non-governmental organizations,Constituency - Business and Industry,Ms. Maria Cristina Gamboa,Toronto,Canada,,BINGO
1047,World Information Transfer Inc.,Non-governmental organizations,Constituency - Environmental,Mr. Barnett Samuel Koven,New York,United States of America,,ENGO
1048,World LP Gas Association,Non-governmental organizations,Constituency - Business and Industry,Mr. Michael Kelly,Paris,France,,BINGO
1049,World Medical Association,Non-governmental organizations,Constituency - Research and independent,Ms. Clarisse Delorme,Ferney-Voltair,France,,RINGO
1050,World Nuclear Association,Non-governmental organizations,Constituency - Business and Industry,Mr. Jonathan Cobb,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
1051,World Ocean Council,Non-governmental organizations,Constituency - Business and Industry,Mr. Paul Holthus,Honolulu,United States of America,,BINGO
1052,World Ocean Network,Non-governmental organizations,Constituency - Environmental,Mr. Manuel Cira,Boulogne-sur Mer,France,,ENGO
1053,World Organization of the Scout Movement,Non-governmental organizations,Constituency - Youth,Ms. Annie Weaver,"Brickfields, Kuala Lumpur",Switzerland,,Youth
1054,World Petroleum Council,Non-governmental organizations,Constituency - Business and Industry,Mr. Pierce Riemer,London,United Kingdom of Great Britain and Northern Ireland,,BINGO
1055,World Resources Institute,Non-governmental organizations,Constituency - Environmental CAN,Mr. Timothy Constien,Washington,United States of America,,ENGO
1056,World Society for the Protection of Animals,Non-governmental organizations,Constituency - Environmental,Ms. Samantha Sen,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
1057,World Steel Association,Non-governmental organizations,Constituency - Business and Industry,Ms. Åsa Ekdahl,Brussels,Belgium,,BINGO
1058,World Vision International,Non-governmental organizations,Constituency - Research and independent,Ms. Angeline Munzara Chawira,Monrovia,United States of America,,RINGO
1059,World Wind Energy Association,Non-governmental organizations,Constituency - Business and Industry,Mr. Stefan Gsänger,Bonn,Germany,,BINGO
1060,World Youth Foundation,Non-governmental organizations,Constituency - Youth,Ms. Varsha Kantilal Ajmera,Melaka,Malaysia,,Youth
1061,Worldwatch Institute,Non-governmental organizations,Constituency - Environmental CAN,Mr. Alexander Ochs,Washington,United States of America,,ENGO
1062,Worldwide Universities Network,Non-governmental organizations,Constituency - Research and independent,Mr. Michael William Hasenmueller,Leeds,United Kingdom of Great Britain and Northern Ireland,,RINGO
1063,"Wuppertal Institute for Climate, Environment and Energy",Non-governmental organizations,Constituency - Environmental CAN,Mr. Nicolas Kreibich,Wuppertal,Germany,,ENGO
1064,WWF,Non-governmental organizations,Constituency - Environmental CAN,Mr. Mark Lutes,Gland,Switzerland,,ENGO
1065,Xiamen University,Non-governmental organizations,Constituency - Research and independent,Mr. Boqiang Lin,Xiamen,China,,RINGO
1066,Yale Student Environmental Coalition,Non-governmental organizations,Constituency - Environmental,Ms. Katie Lynn Schlick,New Haven,United States of America,,ENGO
1067,Yale University,Non-governmental organizations,Constituency - ENGO,Mr. Donald Filer,New Haven,United States of America,,ENGO
1068,York University,Non-governmental organizations,Constituency - Research and independent,Mr. Richard Bryce Rudyk,New York,United States of America,,RINGO
1069,Young Energy Specialists - Development Cooperation,Non-governmental organizations,Constituency - Youth,Mr. Yanniek Cornelis Machiel Huisman,Utrecht,Netherlands,,Youth
1070,Young European Leadership,Non-governmental organizations,Constituency - Youth,Mr. Tillmann Heidelk,Brussels,Belgium,,Youth
1071,Young Power in Social Action,Non-governmental organizations,Constituency - Environmental,Mr. Mohammad Arifur Rahman,Chittagong,Bangladesh,,ENGO
1072,Youth Action Environmental Network Lower Saxony,Non-governmental organizations,Constituency - Youth,Mr. Matthias Paul Nettlau,Hannover,Germany,,Youth
1073,Youth Association No Excuse,Non-governmental organizations,,,Ljubljana,Slovenia,completed manually,not yet affiliated/no data
1074,Youth Crime Watch of Nigeria,Non-governmental organizations,,,Abuja,Nigeria,completed manually,not yet affiliated/no data
1075,Youth-Environment-Platform,Non-governmental organizations,Constituency - Youth,Ms. Claudia Kinzl,Vienna,Austria,,Youth
1076,ZOI Environment Network,Non-governmental organizations,Constituency - Research and independent,Mr. Viktor Novikov,Geneva,Switzerland,,RINGO
1077,Zoological Society of London,Non-governmental organizations,Constituency - ENGO,Mr. Matthew James Lowton,London,United Kingdom of Great Britain and Northern Ireland,,ENGO
