,organization,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,most_prevalent_topic,entity_type,coordinator,city,country,constituency,const
363,European Youth Forum,5.5702303143334575e-06,1.3683505812878138e-06,1.3964695426693652e-06,9.657689952291548e-05,1.0648044735717122e-05,2.0142540506640216e-06,2.888168819481507e-05,6.362617568811402e-05,0.0001441210624761,0.1454683542251587,3.071781975449994e-05,5.725629762309836e-06,0.6907268166542053,0.0219558291137218,0.0462024919688701,0.0939008668065071,1.357280098090996e-06,0.0013536714250221,13,Non-governmental organizations,Ms. Stephanie Anne Beecroft,Brussels,Belgium,Constituency - Youth,Youth
364,Evagelical Environmental Network,3.28320106746105e-06,8.065321708272677e-07,8.231060064645135e-07,0.006976855918765,0.1619984805583953,1.1872401728396651e-06,1.7024258340825327e-05,0.0263221338391304,0.0506946966052055,0.0043070558458566,1.810339927033056e-05,3.374796506250277e-06,0.0807926952838897,0.6601662039756775,0.0008659198647364,8.207916835090145e-05,8.000070579328167e-07,0.007748463191092,14,Non-governmental organizations,Mr. Jeremy Summers,New Freedom,United States of America,,not yet affiliated/no data
365,Evangelical Lutheran Church in America,4.537532277026912e-06,1.1146638598802383e-06,1.137569711318065e-06,0.3674656450748443,8.67394010128919e-06,1.6408195051553776e-06,2.352934643568005e-05,0.0065522575750947,0.0894132182002067,0.0092458045110106,2.502210008969996e-05,4.664121206587879e-06,0.4726351797580719,0.0543864890933036,9.60540128289722e-05,0.0001097282511182,1.1056458788516466e-06,2.419435440970119e-05,13,Non-governmental organizations,Ms. Ruth Ivory-Moore,Chicago,United States of America,Constituency - Research and independent,RINGO
366,FERN,7.17216653356445e-06,1.7618729089008411e-06,1.7980785287363688e-06,0.4427115619182586,1.371030248265015e-05,2.593531007732963e-06,0.0857004448771476,0.0759790912270546,0.0145794870331883,7.460346387233585e-05,3.9554215618409216e-05,7.372256732196547e-06,0.0850758850574493,0.2076063901185989,0.0001430051634088,0.0880155265331268,1.7476187395004672e-06,3.8244073948590085e-05,4,Non-governmental organizations,Ms. Hannah Mowat,Moreton-in-Marsh,United Kingdom of Great Britain and Northern Ireland,Constituency - Environmental CJN,ENGO
367,FORUMCC Limited,1.5510993762291037e-05,3.810341013377183e-06,3.8886414586158935e-06,0.0002793737803585,0.0069773886352777,5.608938863588264e-06,8.042911940719932e-05,0.0001786692591849,0.0003240634978283,0.1143090203404426,8.553890802431852e-05,1.5943722246447578e-05,0.0241942405700683,0.2567169070243835,0.5511999130249023,0.0236248839646577,3.7795141452079406e-06,0.0219810493290424,15,Non-governmental organizations,Ms. Rebecca John Muna,Dar es Salaam,United Republic of Tanzania,Constituency - Environmental,ENGO
368,Fachhochschule Muenster,5.19593368153437e-06,1.2764029406753252e-06,1.302632426813943e-06,0.1662156581878662,9.932538887369446e-06,1.8789044133882271e-06,2.6942763724946417e-05,0.0088620455935597,0.5592317581176758,5.378743298933841e-05,0.0062307477928698,5.340890766092343e-06,0.101184032857418,0.0119883697479963,0.0001104899638448,0.1417068839073181,1.2660764241445577e-06,0.004363099578768,9,Non-governmental organizations,Mr. Günter Witzsch,Muenster/Westfalen,Germany,Constituency - ENGO,ENGO
369,Fairtrade Labelling Organizations International e.V.,3.708276381075848e-06,9.109537018048286e-07,9.2967337650407e-07,0.0003852976369671,0.0024893295485526,1.340951826023229e-06,0.1456881314516067,0.0783451572060585,0.0037080424372106,0.0279031470417976,0.3193232715129852,3.8117304939078167e-06,0.0797168388962745,0.232347771525383,0.0292101241648197,0.0562271401286125,9.035837820192684e-07,0.0246441680938005,11,Non-governmental organizations,Ms. Lannette Kambole Chiti,Bonn,Germany,Constituency - Research and independent,RINGO
370,Fauna & Flora International,6.473102985182777e-06,1.59014496148302e-06,1.6228217418756683e-06,0.3721543848514557,1.237397373188287e-05,2.3407424123433884e-06,0.0441246256232261,7.433794235112146e-05,0.0634260922670364,0.0155971450731158,0.0476247817277908,6.653690888924757e-06,0.0728297308087349,0.3479074835777282,0.0001361473987344,0.0360581465065479,1.5772801589264418e-06,3.451316661085002e-05,4,Non-governmental organizations,Ms. Charlotte Alexandra Fisher,Cambridge,United Kingdom of Great Britain and Northern Ireland,Constituency - Environmental,ENGO
371,Feasta Ltd,0.027111267670989,3.81907830160344e-06,3.897558599419426e-06,0.087480716407299,0.0229857563972473,5.621800482913386e-06,0.0427941717207431,0.1018071472644805,0.0003382390132173,0.0007641835836693,0.1012574434280395,0.000726097554434,0.0004099548968952,0.317807137966156,0.0003136172308586,0.0728042498230934,3.788180720221135e-06,0.2233829051256179,14,Non-governmental organizations,Mr. Michael Sandler,Cloughjordan Co. Tipperary,Ireland,Constituency - Research and independent,RINGO
372,Federación Nativa del Río Madre de Dios y Afluentes,1.1699296919687184e-05,2.8739814297296107e-06,2.933040377683937e-06,0.1632431596517563,2.236435830127448e-05,4.230589183862321e-06,0.0078812399879097,0.000134092013468,0.0148165430873632,0.6410682201385498,6.451088847825304e-05,1.2025686373817734e-05,0.0002777144836727,0.13742296397686,0.0047904388047754,0.0301797278225421,2.8507299703051103e-06,6.238189234863967e-05,10,Non-governmental organizations,Mr. Julio Cusurichi Palacios,Puerto Maldonado,Peru,Constituency - Indigenous peoples,IPO
373,Federación Regional Indígena Shawi de San Martín,4.333807009970769e-05,1.0646179362083784e-05,1.0864953765121754e-05,0.1707082241773605,8.284499199362472e-05,1.5671503206249326e-05,0.0002247646043542,0.0004960795631632,0.0173985995352268,0.5625160336494446,0.0002389850415056,4.454712325241417e-05,0.0526329316198825,0.1137120127677917,0.0008698711171746,0.0807528719305992,1.0560048394836484e-05,0.0002311029093107,10,Non-governmental organizations,Ms. Reydelinda Pizango Yumbato,Tarapoto,Peru,Constituency - Indigenous peoples,IPO
374,Federación de Pueblos Indígenas Kechwas de la Región de San Martín,1.2084658010280693e-05,2.968647095258348e-06,3.029651452379767e-06,0.0455259382724761,2.3101014448911883e-05,4.369939688331215e-06,0.0516429468989372,0.0001392069098073,0.0052783438004553,0.6580954790115356,0.0061400826089084,1.2421797691786196e-05,0.0002664635539986,0.0947447195649147,0.0871598646044731,0.0508815497159957,2.9446298412949545e-06,6.443769234465435e-05,10,Non-governmental organizations,Mr. Janio Sangama Apagüeño,Lamas,Peru,Constituency - Indigenous peoples,IPO
375,"Federation of American Women’s Clubs Overseas, Inc.",4.707208518084372e-06,1.1563456610019784e-06,1.180107915388362e-06,8.414147305302322e-05,8.99829319678247e-06,1.7021762914737335e-06,2.4406504962826148e-05,5.40600813110359e-05,0.0314753875136375,0.2267980277538299,2.5956533136195503e-05,4.838531367568066e-06,0.2759812772274017,0.362539678812027,0.0833227038383483,0.019645495340228,1.1469903711258669e-06,2.5100329366978255e-05,14,Non-governmental organizations,Ms. Laurie Glenn Richardson,New York,United States of America,Constituency - Women and Gender,Women and Gender
376,Federation of Electric Power Companies,9.766140465217177e-06,2.3990935460460605e-06,2.448393615850364e-06,0.0005737725878134,1.8668939446797594e-05,3.53153950527485e-06,5.063956996309571e-05,0.4334486424922943,0.0002036673977272,0.0001011295462376,5.385961412684992e-05,0.1209959313273429,0.1715786010026931,0.0908546447753906,0.0829937756061554,0.0160489734262228,2.3796840196155244e-06,0.083057202398777,8,Non-governmental organizations,Mr. Shohei Hasebe,Tokyo,Japan,Constituency - Business and Industry,BINGO
377,Federation of German Industries,1.7534062862978317e-05,4.30731643064064e-06,4.395829819259234e-06,0.0038605853915214,0.0012926633935421,6.340502295643091e-06,9.091624815482646e-05,0.1353418827056884,0.0026100759860128,0.0001840845216065,9.668576967669652e-05,1.8023232769337483e-05,0.4572892785072326,0.1281251758337021,0.0088652875274419,0.0785295367240905,4.272468686394859e-06,0.1836590021848678,13,Non-governmental organizations,Mr. Joachim Dieter Erwin Hein,Berlin,Germany,Constituency - Business and Industry,BINGO
378,Federation of Indian Chambers of Commerce and Industry,9.290532943850849e-06,2.282258492414257e-06,2.329157723579556e-06,0.0216657798737287,1.7759768525138497e-05,3.35955451191694e-06,0.0012498389696702,0.0060692215338349,0.07124724984169,0.00754398945719,0.0234114360064268,9.5497216534568e-06,0.3226242661476135,0.2327625900506973,0.071378655731678,0.0347481444478035,2.263794158352539e-06,0.2072519659996032,13,Non-governmental organizations,Ms. Rita Roy Choudhury,New Delhi,India,Constituency - Business and Industry,BINGO
379,Federation of Young European Greens,3.732333425432444e-06,9.168634278466924e-07,9.357045200886204e-07,0.0417127087712287,7.13472309143981e-06,1.349651142845687e-06,1.9353243260411546e-05,4.3335741793271154e-05,0.0065930159762501,0.0121738854795694,2.058356949419249e-05,3.836458745354321e-06,0.5746983289718628,0.2469621896743774,0.0146071789786219,0.1031306460499763,9.094457027458702e-07,1.990013879549224e-05,13,Non-governmental organizations,Mr. Markus Drake,Brussels,Belgium,Constituency - Environmental,ENGO
380,Fia Foundation for the Automobile and Society,1.0748653949121945e-05,2.640452066771104e-06,2.694712065931526e-06,0.0315845236182212,2.054711148957722e-05,3.886826561938506e-06,5.57361709070392e-05,0.2114810794591903,0.0282826833426952,0.0267183315008878,5.9272730140946805e-05,1.1048521628254092e-05,0.1700460165739059,0.306657075881958,0.1741510331630706,0.0508527271449565,2.619090082589537e-06,5.731723649660125e-05,14,Non-governmental organizations,Ms. Sheila Watson,London,United Kingdom of Great Britain and Northern Ireland,Constituency - Research and independent,RINGO
381,Fondation BNP Paribas,6.386893801391125e-06,1.5689672636653995e-06,1.6012088508432498e-06,0.003526120679453,0.1742514222860336,2.3095681171980686e-06,3.31179253407754e-05,7.345971243921667e-05,0.0160128753632307,0.061084222048521,3.521989128785208e-05,6.565076546394266e-06,0.0520009882748127,0.3530647158622741,0.0668771713972091,0.1786408275365829,1.5562739008601056e-06,0.0943799242377281,14,Non-governmental organizations,M. Sylvain Taboni,Paris,France,Constituency - ENGO,ENGO
382,Fondation Mohammed VI pour la Protection de l’Environnement,4.685249223257415e-06,1.1509512205520878e-06,1.1746026302716928e-06,0.0208842474967241,8.95631546882214e-06,1.6942354932325545e-06,2.4295655748574063e-05,0.0083814999088644,0.0092978868633508,0.0428276062011718,0.0008976893732324,4.815959073312115e-06,9.950914682121947e-05,0.2804919779300689,0.1357379704713821,0.5013086795806885,1.141639586421661e-06,2.498141657270025e-05,16,Non-governmental organizations,Mme Nouzha Alaoui,Rabat,Morocco,Constituency - Research and independent,RINGO
383,Fondazione Centro Studi Enel,8.995767529995646e-06,2.209848162237904e-06,2.2552594600711018e-06,0.0074848737567663,0.0182862728834152,3.2529642339795828e-06,4.6644498070236295e-05,0.1983935385942459,0.1045959368348121,0.0498796962201595,0.0239030811935663,9.246732588508166e-06,0.028318203985691,0.1571172475814819,0.2606569826602936,0.1310421675443649,2.1919697701378027e-06,0.0202472135424613,15,Non-governmental organizations,Mr. Mariano Morazzo,Rome,Italy,Constituency - Research and independent,RINGO
384,Fondo de Promoción de la Areas Naturales Protegidas del Perú,1.1615807125053834e-05,2.8534718694572803e-06,2.912109493991011e-06,0.0002122861333191,2.2204760171007365e-05,4.200398507236969e-06,0.0266491640359163,0.0001337755384156,0.0568778663873672,0.3003473877906799,0.0043818317353725,1.1939867363253144e-05,0.0002515382075216,0.2963177561759949,0.2149243950843811,0.0724607780575752,2.830386392815853e-06,0.0273846853524446,10,Non-governmental organizations,Mr. Anton Willems,Lima,Peru,,not yet affiliated/no data
385,Fondo para el Desarrollo de los Pueblos Indígenas de América Latina y el Caribe,5.189952844375512e-06,1.2749337656714488e-06,1.301133011111233e-06,9.5057490398176e-05,9.92110653896816e-06,1.8767417486742488e-06,0.017240272834897,0.0016739831771701,0.0152129624038934,0.6951701045036316,0.0298805851489305,5.334743036655709e-06,0.0001170556279248,0.1084941178560257,0.101784661412239,0.0302774086594581,1.264619186258642e-06,2.7672325813909996e-05,10,Intergovernmental organizations,Sra. Amparo Morales Bacherer,La Paz,Bolivia (Plurinational State of),,not yet affiliated/no data
386,Food & Water Watch,2.4735827537369914e-05,6.076460067561129e-06,6.201328687893692e-06,0.055815402418375,4.7284971515182406e-05,8.944735782279167e-06,0.0001282610464841,0.0002861880348064,0.0006270539597608,0.003337008645758,0.0001363959163427,0.0648741647601127,0.0007393034175038,0.7572294473648071,0.0965131446719169,0.0026020647492259,6.027299605193548e-06,0.0176122412085533,14,Non-governmental organizations,Mr. David Sánchez Carpio,"Washington, D. C.",United States of America,Constituency - Environmental,ENGO
387,Ford Foundation,5.730680186388781e-06,1.4077656942390604e-06,1.4366945606525403e-06,0.1486868411302566,1.095476000045892e-05,2.072274355668924e-06,0.0002587530761957,6.647511327173561e-05,0.1439259201288223,0.0831213295459747,0.0546494908630847,5.890555712539936e-06,0.077940821647644,0.450731873512268,0.0001211748240166,0.0155902067199349,1.3963764331492712e-06,0.0248782467097044,14,Non-governmental organizations,Ms. Penny Davies,New York,United States of America,Constituency - Indigenous peoples,IPO
388,Forest Stewardship Council,5.0533681132947095e-06,1.2413811418809928e-06,1.266890990336833e-06,0.0547490119934082,9.660011528467294e-06,1.8273512978339568e-06,0.3102336525917053,0.0190078411251306,0.001357095898129,0.0518177822232246,0.0189778972417116,5.194347977521829e-06,0.0766373053193092,0.267339676618576,0.1145490631461143,0.0437851212918758,1.2313380466366652e-06,0.0415201112627983,7,Non-governmental organizations,Ms. Pina Gervassi,Bonn,Germany,Constituency - ENGO,ENGO
389,Forest Trends Association,1.25299893625197e-05,3.0780447559664026e-06,3.141296929243253e-06,0.0223362743854522,2.395230876572896e-05,4.530976639216533e-06,0.0897455886006355,0.0199582986533641,0.0002740358177106,0.0156169598922133,0.0083763673901557,0.0025689324829727,0.0002702344208955,0.634443461894989,0.1160064041614532,0.0002988880733028,3.053142336284509e-06,0.090054266154766,14,Non-governmental organizations,Ms. Julia Sue Granfors,Washington DC,United States of America,Constituency - Environmental,ENGO
390,Forestry and Forest Products Research Institute,1.0177371223107912e-05,2.5001140784297604e-06,2.551490297264536e-06,0.0085748704150319,1.94550484593492e-05,3.680244844872505e-06,0.4123927652835846,0.0001176262521767,0.1495582014322281,0.0419559851288795,5.612534368992783e-05,1.0461301826580892e-05,0.0005052294582128,0.1976190358400344,0.1339456290006637,0.0039050308987498,2.4798873710096814e-06,0.0513181537389755,7,Non-governmental organizations,Mr. Yasumasa Hirata,Tsukuba,Japan,Constituency - Research and independent,RINGO
391,Forests Philanthropy Action Network,6.146801297290949e-06,1.5099876691238023e-06,1.5410171272378648e-06,0.0509378500282764,0.0099151749163866,2.222748207714176e-06,0.0907922014594078,0.0133083248510956,0.0109374308958649,0.0507084801793098,3.389645280549303e-05,0.0305276047438383,0.0166513454169034,0.6907885074615479,0.0001953178143594,0.000473681197036,1.4977713362895884e-06,0.0347173064947128,14,Non-governmental organizations,Mr. Edward Rumsey,Horbling,United Kingdom of Great Britain and Northern Ireland,Constituency - Environmental,ENGO
392,Forests of the World,6.652153842878761e-06,1.634129603189649e-06,1.6677101939421846e-06,0.6735249757766724,1.2716247510979883e-05,2.4054888854152523e-06,0.1185509636998176,7.700667629251257e-05,0.0188183467835187,0.0075929532758891,0.0156783089041709,6.837736691522878e-06,0.0001493888848926,0.1064441204071044,0.0001300824078498,0.0589649006724357,1.6209089608310023e-06,3.546775769791566e-05,4,Non-governmental organizations,Ms. Gry Helene Bossen,Aarhus,Denmark,Constituency - Environmental,ENGO
393,Foro Ciudades para la Vida,1.605399120307993e-05,3.9437304621969815e-06,4.024772351840511e-06,0.0246524903923273,3.068878868361935e-05,5.805292857985478e-06,0.1207002401351928,0.0001856024464359,0.0003815861709881,0.3526030778884887,8.853384497342631e-05,1.6501870049978606e-05,0.000339213234838,0.1055391356348991,0.3651361167430877,0.0302075296640396,3.911824478564085e-06,8.559777779737487e-05,15,Non-governmental organizations,Ms. Liliana Miranda Sara,Lima,Peru,Constituency - Environmental,ENGO
